"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).PM0_5"
205500	599779	1593.3	858.416	71.3874	71387.4	180.157	8751.49	8168.06	98016.7	0.0380765	66000
208214	614060	1552.83	871.369	71.1238	71123.8	179.665	8768.86	8184.27	98211.2	0.038	66000
216652	176306	5763.36	534.989	103.345	103345	236.294	7711.78	7197.66	86371.9	0.0431784	66000
203535	589008	1625.24	848.695	71.5962	71596.2	180.548	8738	8155.47	97865.6	0.0381362	66000
182979	5432.85	19001.6	56.3456	414.99	414990	290.567	4771.97	4453.84	53446.1	0.0643558	66000
188898	44614.1	12212.4	291.229	202.673	202673	300.731	6557.09	6119.95	73439.4	0.0502119	66000
222896	682701	1383.11	934.355	70.0314	70031.4	177.639	8845.33	8255.64	99067.7	0.0376661	66000
214779	104192	8173.41	441.617	128.423	128423	266.338	7314.43	6826.81	81921.7	0.0454237	66000
218998	665633	1421.97	918.611	70.2796	70279.6	178.097	8827.28	8238.79	98865.5	0.0377445	66000
193546	54145.2	11299.3	324.528	179.966	179966	295.623	6756.1	6305.69	75668.3	0.0488863	66000
220194	670947	1409.66	923.509	70.2009	70200.9	177.951	8832.96	8244.09	98929.1	0.0377198	66000
210901	627617	1516.24	883.725	70.8865	70886.5	179.223	8784.84	8199.18	98390.2	0.0379298	66000
199762	66234.5	10328.6	359.861	160.372	160372	288.203	6945.22	6482.2	77786.4	0.0476718	66000
220352	671641	1408.06	924.149	70.1907	70190.7	177.933	8833.7	8244.78	98937.4	0.0377166	66000
185044	28698.8	14050.9	218.325	262.321	262321	304.567	6085.68	5679.97	68159.6	0.0535516	66000
213831	641824	1479.66	896.726	70.6502	70650.2	178.783	8801.08	8214.34	98572.1	0.0378587	66000
214180	101999	8272.73	437.733	129.644	129644	267.472	7298.25	6811.7	81740.4	0.0455189	66000
228675	706794	1331.39	956.632	69.703	69703	177.036	8869.9	8278.57	99342.8	0.0375599	66000
200094	66895.7	10280.6	361.621	159.507	159507	287.791	6954.06	6490.46	77885.5	0.047616	66000
194351	14881.6	15700.6	127.428	323.218	323218	301.806	5617.11	5242.63	62911.6	0.0571549	66000
193256	523773	1850.51	791.024	73.0878	73087.8	183.358	8647.9	8071.37	96856.5	0.0385386	66000
205280	598591	1596.76	857.341	71.41	71410	180.199	8750.02	8166.68	98000.2	0.038083	66000
217353	658212	1439.49	911.778	70.3919	70391.9	178.305	8819.24	8231.29	98775.5	0.0377794	66000
206289	80076.5	9416.58	393.768	145.277	145277	279.721	7107.48	6633.65	79603.8	0.0466641	66000
195728	13718.8	15844.2	118.595	328.29	328290	301.399	5576.61	5204.83	62458	0.0574797	66000
231844	719462	1305.51	968.359	69.5395	69539.5	176.736	8882.43	8290.26	99483.2	0.037506	66000
213328	639422	1485.72	894.525	70.6893	70689.3	178.856	8798.37	8211.81	98541.7	0.0378705	66000
209199	87151.1	9013.55	409.076	139.409	139409	275.587	7175.87	6697.48	80369.8	0.0462486	66000
183755	5521.4	18903.6	56.9819	413.027	413027	290.911	4794.04	4474.44	53693.3	0.0641569	66000
196892	549057	1755.99	813.093	72.458	72458	182.168	8684.68	8105.7	97268.4	0.0383734	66000
197820	555040	1735.05	818.374	72.3193	72319.3	181.907	8693.02	8113.49	97361.9	0.0383361	66000
205560	600101	1592.36	858.707	71.3813	71381.3	180.146	8751.89	8168.43	98021.1	0.0380748	66000
227700	702822	1339.68	952.956	69.7555	69755.5	177.132	8865.91	8274.85	99298.2	0.0375771	66000
181428	5265.52	19196.6	55.1421	418.772	418772	289.886	4728.62	4413.38	52960.6	0.0647479	66000
198174	557287	1727.32	820.362	72.2681	72268.1	181.81	8696.12	8116.38	97396.6	0.0383223	66000
190790	48661.3	11807.1	306.084	192.026	192026	298.71	6648.27	6205.05	74460.6	0.0495985	66000
179274	5051.24	19466.4	53.5979	423.747	423747	288.952	4669.88	4358.56	52302.7	0.0652825	66000
186256	37749.1	12961.8	263.042	224.861	224861	303.354	6375.91	5950.85	71410.2	0.051462	66000
220643	672922	1405.13	925.33	70.1719	70171.9	177.898	8835.06	8246.05	98952.6	0.0377107	66000
187085	328120	3160.29	641.136	82.2956	82295.6	200.789	8243.79	7694.21	92330.5	0.0404357	66000
192682	52455.6	11450.8	319.033	183.424	183424	296.606	6724.62	6276.32	75315.8	0.0490927	66000
215629	650276	1458.68	904.483	70.5152	70515.2	178.533	8810.52	8223.16	98677.9	0.0378174	66000
210795	627093	1517.63	883.246	70.8955	70895.5	179.239	8784.23	8198.61	98383.3	0.0379325	66000
224931	691340	1364.16	942.337	69.9109	69910.9	177.417	8854.25	8263.97	99167.7	0.0376275	66000
192592	52278.3	11467	318.447	183.799	183799	296.708	6721.24	6273.15	75277.8	0.049115	66000
191024	298155	3515.08	621.949	84.9323	84932.3	205.663	8156.98	7613.18	91358.2	0.0408637	66000
191988	514063	1889.67	782.663	73.3502	73350.2	183.855	8633.07	8057.53	96690.4	0.0386056	66000
205360	77966.9	9544.24	388.962	147.23	147230	280.984	7085.45	6613.09	79357	0.046799	66000
214750	646166	1468.81	900.709	70.5803	70580.3	178.654	8805.95	8218.89	98626.7	0.0378374	66000
204666	595255	1606.56	854.328	71.474	71474	180.319	8745.87	8162.81	97953.7	0.0381014	66000
194853	56678	11079.9	332.483	175.164	175164	294.111	6800.66	6347.28	76167.4	0.0485962	66000
184979	30787.5	13792.5	229.556	252.989	252989	304.544	6156.94	5746.48	68957.7	0.0530285	66000
242213	758603	1230.55	1004.6	69.0691	69069.1	175.88	8919.66	8325.02	99900.2	0.0373464	66000
200276	67261.5	10254.3	362.587	159.036	159036	287.563	6958.9	6494.98	77939.7	0.0475856	66000
186008	36909.4	13058.6	259.292	227.962	227962	303.585	6351.31	5927.89	71134.7	0.0516349	66000
208017	217574	4825.18	569.156	95.2526	95252.6	223.667	7881.7	7356.26	88275.1	0.0422707	66000
201172	575495	1667.19	836.567	71.8715	71871.5	181.064	8720.57	8139.2	97670.4	0.0382134	66000
186520	38574.7	12867.6	266.659	221.896	221896	303.106	6399.57	5972.93	71675.2	0.0512964	66000
196264	59401.1	10854	340.685	170.458	170458	292.45	6845.37	6389.01	76668.2	0.0483076	66000
213569	640576	1482.8	895.582	70.6705	70670.5	178.821	8799.68	8213.03	98556.4	0.0378648	66000
210547	625859	1520.89	882.12	70.9166	70916.6	179.279	8782.79	8197.27	98367.3	0.0379388	66000
194559	533211	1814.02	799.214	72.8441	72844.1	182.897	8661.93	8084.47	97013.6	0.0384755	66000
194092	15096.9	15675.1	129.052	322.308	322308	301.876	5624.33	5249.38	62992.5	0.0570972	66000
194652	533871	1811.53	799.789	72.8274	72827.4	182.865	8662.9	8085.37	97024.5	0.0384711	66000
209047	618322	1541.14	875.248	71.0479	71047.9	179.523	8773.93	8189	98268.1	0.0379777	66000
212258	634266	1498.91	889.803	70.7744	70774.4	179.014	8792.5	8206.33	98476	0.0378962	66000
197422	552494	1743.89	816.125	72.3779	72377.9	182.017	8689.49	8110.19	97322.3	0.0383519	66000
186938	39788	12731.2	271.855	217.689	217689	302.705	6433.4	6004.51	72054.1	0.0510608	66000
208220	84680.5	9150.13	403.865	141.349	141349	277.012	7152.88	6676.02	80112.2	0.0463877	66000
188337	43328.9	12346.8	286.259	206.412	206412	301.31	6525.81	6090.76	73089.1	0.0504248	66000
196930	549303	1755.11	813.31	72.4523	72452.3	182.157	8685.03	8106.03	97272.3	0.0383719	66000
207752	83534.9	9214.93	401.4	142.287	142287	277.68	7141.9	6665.77	79989.3	0.0464543	66000
197658	554007	1738.63	817.46	72.343	72343	181.951	8691.59	8112.15	97345.8	0.0383425	66000
180374	5158.21	19328.8	54.3693	421.245	421245	289.427	4699.67	4386.36	52636.3	0.0650109	66000
193455	53968.8	11314.9	323.962	180.317	180317	295.727	6752.88	6302.69	75632.3	0.0489074	66000
205920	602034	1586.77	860.456	71.3448	71344.8	180.077	8754.27	8170.65	98047.8	0.0380642	66000
200921	574020	1671.9	835.249	71.9025	71902.5	181.123	8718.63	8137.39	97648.7	0.0382221	66000
179543	5076.92	19432.8	53.7832	423.143	423143	289.068	4677.12	4365.31	52383.7	0.0652165	66000
211410	630124	1509.66	886.015	70.8439	70843.9	179.143	8787.74	8201.89	98422.7	0.0379171	66000
218349	662721	1428.79	915.929	70.3233	70323.3	178.178	8824.14	8235.86	98830.3	0.0377581	66000
200789	573243	1674.39	834.554	71.9189	71918.9	181.153	8717.61	8136.43	97637.2	0.0382266	66000
217705	169239	5948.18	528.109	105.025	105025	238.736	7679.93	7167.94	86015.2	0.043352	66000
166642	4075.07	21054.4	46.4414	447.81	447810	283.695	4351.18	4061.1	48733.2	0.0682446	66000
179710	5093.04	19411.9	53.8995	422.765	422765	289.14	4681.64	4369.53	52434.3	0.0651753	66000
205285	598618	1596.68	857.366	71.4095	71409.5	180.198	8750.05	8166.72	98000.6	0.0380829	66000
224056	687644	1372.21	938.922	69.9621	69962.1	177.511	8850.45	8260.42	99125.1	0.0376439	66000
213543	193010	5356.54	549.911	99.7511	99751.1	230.862	7783.56	7264.65	87175.8	0.0427913	66000
204069	75127.1	9722.08	382.302	150.032	150032	282.705	7054.43	6584.14	79009.6	0.0469901	66000
181176	5239.41	19228.3	54.9542	419.37	419370	289.776	4721.67	4406.89	52882.7	0.064811	66000
202138	71047.6	9990.44	372.323	154.45	154450	285.211	7006.81	6539.69	78476.3	0.0472856	66000
190619	502874	1936.96	773.118	73.6684	73668.4	184.458	8615.46	8041.09	96493.1	0.0386853	66000
206866	607047	1572.44	864.999	71.2514	71251.4	179.903	8760.4	8176.37	98116.5	0.0380372	66000
198674	560419	1716.66	823.137	72.1977	72197.7	181.678	8700.41	8120.38	97444.6	0.0383032	66000
200161	569505	1686.49	831.218	71.9986	71998.6	181.303	8712.65	8131.81	97581.7	0.0382486	66000
178397	4969.18	19576.1	53.0051	425.688	425688	288.576	4646.39	4336.63	52039.5	0.0654974	66000
174132	4606.04	20109.3	50.3679	434.492	434492	286.772	4535.42	4233.06	50796.7	0.06652	66000
182256	5353.41	19092.6	55.7744	416.773	416773	290.249	4751.66	4434.88	53218.6	0.0645392	66000
198670	64079.4	10488.2	354.014	163.317	163317	289.547	6915.45	6454.42	77453	0.0478601	66000
221178	675266	1399.8	927.492	70.1379	70137.9	177.835	8837.53	8248.36	98980.4	0.0376999	66000
200893	247821	4263.55	589.991	90.7066	90706.6	215.974	7992.69	7459.84	89518.1	0.0416941	66000
186294	458738	2149.79	736.523	75.1157	75115.7	187.208	8539.94	7970.61	95647.3	0.0390305	66000
222294	680109	1388.89	931.962	70.0683	70068.3	177.707	8842.62	8253.11	99037.4	0.0376778	66000
185171	33023.7	13519.4	240.938	243.388	243388	304.347	6230.79	5815.4	69784.8	0.0524933	66000
203698	74329.8	9773.3	380.391	150.857	150857	283.192	7045.42	6575.73	78908.7	0.0470458	66000
194477	532634	1816.21	798.712	72.8586	72858.6	182.924	8661.09	8083.68	97004.2	0.0384793	66000
206877	607106	1572.28	865.053	71.2503	71250.3	179.901	8760.47	8176.44	98117.3	0.0380369	66000
228128	704570	1336.02	954.573	69.7323	69732.3	177.089	8867.67	8276.49	99317.9	0.0375695	66000
224715	690428	1366.14	941.495	69.9234	69923.4	177.44	8853.32	8263.1	99157.2	0.0376315	66000
206267	603880	1581.46	862.129	71.3102	71310.2	180.013	8756.54	8172.77	98073.2	0.0380542	66000
206892	81479.4	9333.67	396.9	144.034	144034	278.888	7121.68	6646.91	79762.9	0.0465773	66000
209953	209300	4995.99	562.971	96.6763	96676.3	225.99	7849.52	7326.22	87914.7	0.0424402	66000
213129	638471	1488.14	893.653	70.7049	70704.9	178.885	8797.29	8210.81	98529.7	0.0378752	66000
197553	61897.2	10655.4	347.91	166.511	166511	290.906	6883.75	6424.83	77098	0.0480618	66000
200004	66717.7	10293.5	361.149	159.738	159738	287.902	6951.7	6488.25	77859	0.0476309	66000
195117	537116	1799.36	802.619	72.7463	72746.3	182.712	8667.63	8089.79	97077.5	0.0384499	66000
180444	5165.23	19320	54.4199	421.082	421082	289.458	4701.59	4388.15	52657.8	0.0649935	66000
178990	5024.34	19502	53.4036	424.381	424381	288.83	4662.24	4351.43	52217.1	0.0653524	66000
199698	66108.3	10337.8	359.524	160.539	160539	288.282	6943.51	6480.61	77767.4	0.0476825	66000
204315	593329	1612.27	852.589	71.5113	71511.3	180.389	8743.45	8160.56	97926.7	0.038112	66000
186404	334963	3087.36	645.623	81.7611	81761.1	199.791	8262.53	7711.69	92540.3	0.0403443	66000
233914	727547	1289.43	975.846	69.4382	69438.2	176.551	8890.29	8297.61	99571.3	0.0374722	66000
180133	5134.3	19359	54.197	421.801	421801	289.323	4693.1	4380.22	52562.7	0.0650708	66000
193283	523970	1849.74	791.194	73.0826	73082.6	183.348	8648.2	8071.65	96859.8	0.0385373	66000
186756	464516	2119.27	741.207	74.9066	74906.6	186.81	8550.41	7980.38	95764.6	0.0389823	66000
240401	752000	1242.71	998.491	69.1451	69145.1	176.018	8913.53	8319.29	99831.5	0.0373727	66000
189287	491049	1989.66	763.14	74.0244	74024.4	185.133	8596.2	8023.12	96277.4	0.0387729	66000
186086	455981	2164.67	734.299	75.2178	75217.8	187.402	8534.87	7965.88	95590.6	0.0390539	66000
214445	102953	8229.24	439.433	129.107	129107	266.976	7305.34	6818.32	81819.8	0.0454772	66000
227135	700502	1344.56	950.81	69.7864	69786.4	177.189	8863.58	8272.67	99272.1	0.0375872	66000
220354	671652	1408.04	924.159	70.1905	70190.5	177.932	8833.71	8244.79	98937.5	0.0377165	66000
208773	86062.8	9073.19	406.798	140.25	140250	276.212	7165.85	6688.13	80257.6	0.0463092	66000
216365	653684	1450.38	907.614	70.4618	70461.8	178.434	8814.29	8226.67	98720	0.037801	66000
224472	689404	1368.37	940.548	69.9376	69937.6	177.466	8852.27	8262.11	99145.4	0.0376361	66000
198444	558986	1721.52	821.867	72.2298	72229.8	181.738	8698.45	8118.55	97422.7	0.0383119	66000
182586	5389.35	19051.1	56.0328	415.964	415964	290.394	4760.91	4443.51	53322.2	0.0644556	66000
202604	583765	1641.26	843.98	71.7012	71701.2	180.745	8731.31	8149.22	97790.6	0.0381658	66000
218404	163613	6101.27	522.358	106.441	106441	240.745	7653.86	7143.6	85723.2	0.0434949	66000
207703	83415.1	9221.77	401.141	142.386	142386	277.75	7140.74	6664.69	79976.3	0.0464613	66000
193277	284796	3693.65	613.542	86.2829	86282.9	208.123	8115.7	7574.65	90895.8	0.0410698	66000
220964	674328	1401.93	926.627	70.1515	70151.5	177.86	8836.54	8247.44	98969.3	0.0377042	66000
201255	575983	1665.63	837.004	71.8613	71861.3	181.045	8721.21	8139.79	97677.5	0.0382106	66000
197074	60969	10728.3	345.254	167.941	167941	291.481	6869.75	6411.77	76941.2	0.0481512	66000
205697	78725.9	9497.89	390.704	146.516	146516	280.528	7093.47	6620.57	79446.9	0.0467498	66000
196384	59633.8	10835.1	341.37	170.076	170076	292.306	6849.05	6392.45	76709.4	0.0482839	66000
185034	439905	2255.69	721.499	75.8447	75844.7	188.596	8504.45	7937.49	95249.8	0.0391946	66000
220005	670110	1411.58	922.737	70.2132	70213.2	177.974	8832.07	8243.26	98919.1	0.0377236	66000
189136	45146.4	12157.6	293.25	201.178	201178	300.482	6569.7	6131.72	73580.7	0.0501264	66000
201415	245541	4302.68	588.493	91.017	91017	216.512	7984.67	7452.36	89428.3	0.0417354	66000
217502	658890	1437.87	912.403	70.3815	70381.5	178.285	8819.98	8231.98	98783.8	0.0377762	66000
198209	259916	4064.06	597.817	89.1377	89137.7	213.228	8034.39	7498.76	89985.1	0.0414808	66000
206768	606531	1573.91	864.531	71.2609	71260.9	179.921	8759.77	8175.79	98109.5	0.03804	66000
191278	49655.7	11711.5	309.564	189.652	189652	298.175	6669.09	6224.48	74693.8	0.0494599	66000
203323	587821	1628.84	847.626	71.6198	71619.8	180.592	8736.49	8154.06	97848.7	0.0381428	66000
190423	302059	3465.39	624.416	84.5593	84559.3	204.979	8168.74	7624.16	91489.9	0.0408053	66000
226292	697021	1351.95	947.59	69.8333	69833.3	177.275	8860.05	8269.38	99232.6	0.0376024	66000
179410	5064.17	19449.5	53.6912	423.442	423442	289.011	4673.53	4361.96	52343.6	0.0652492	66000
194988	14349.2	15765	123.397	325.5	325500	301.626	5598.93	5225.67	62708	0.0573004	66000
232047	720262	1303.9	969.1	69.5294	69529.4	176.718	8883.21	8290.99	99491.9	0.0375026	66000
206581	223618	4705.3	573.518	94.2653	94265.3	222.031	7904.69	7377.71	88532.6	0.0421502	66000
183871	5535.01	18888.8	57.0797	412.728	412728	290.963	4797.38	4477.56	53730.7	0.0641268	66000
217640	169719	5935.38	528.588	104.908	104908	238.568	7682.12	7169.98	86039.8	0.04334	66000
203559	236340	4465.72	582.346	92.3203	92320.3	218.751	7951.73	7421.62	89059.4	0.0419054	66000
196517	59891	10814.4	342.124	169.657	169657	292.148	6853.09	6396.22	76754.6	0.048258	66000
205895	226499	4649.54	575.557	93.8094	93809.4	221.269	7915.5	7387.8	88653.7	0.0420937	66000
192777	52642.4	11433.9	319.648	183.031	183031	296.499	6728.18	6279.63	75355.6	0.0490694	66000
209341	211935	4940.72	564.97	96.2134	96213.4	225.239	7859.87	7335.87	88030.5	0.0423856	66000
202285	241779	4368.34	586	91.54	91540	217.414	7971.31	7439.89	89278.6	0.0418042	66000
205644	78605.3	9505.23	390.428	146.628	146628	280.601	7092.2	6619.39	79432.7	0.0467576	66000
203201	587138	1630.92	847.012	71.6334	71633.4	180.618	8735.62	8153.25	97839	0.0381467	66000
192093	51289.9	11557.9	315.147	185.938	185938	297.269	6702.03	6255.23	75062.8	0.0492416	66000
201653	244509	4320.57	587.811	91.1592	91159.2	216.758	7981.01	7448.95	89387.3	0.0417542	66000
195112	57179	11037.6	334.018	174.265	174265	293.808	6809.12	6355.18	76262.2	0.0485414	66000
186088	456003	2164.55	734.317	75.2169	75216.9	187.401	8534.91	7965.92	95591	0.0390537	66000
193731	54505.4	11267.5	325.68	179.257	179257	295.411	6762.62	6311.78	75741.4	0.0488437	66000
214631	187595	5484.05	545.263	100.863	100863	232.573	7760.78	7243.4	86920.8	0.0429135	66000
186984	329082	3149.87	641.764	82.2191	82219.1	200.647	8246.45	7696.69	92360.2	0.0404227	66000
212999	637845	1489.73	893.08	70.7152	70715.2	178.904	8796.58	8210.14	98521.7	0.0378783	66000
180522	5172.96	19310.3	54.4756	420.903	420903	289.491	4703.71	4390.13	52681.5	0.0649742	66000
188623	484715	2019.12	757.844	74.2241	74224.1	185.513	8585.6	8013.23	96158.7	0.0388212	66000
206447	604835	1578.73	862.993	71.2924	71292.4	179.979	8757.7	8173.86	98086.3	0.0380491	66000
205163	229574	4591.03	577.705	93.3331	93333.1	220.468	7926.94	7398.47	88781.7	0.0420342	66000
211031	92089	8752.81	419.091	135.832	135832	272.803	7219.35	6738.06	80856.7	0.0459874	66000
203380	588140	1627.87	847.914	71.6134	71613.4	180.58	8736.9	8154.44	97853.3	0.038141	66000
197042	550031	1752.54	813.952	72.4352	72435.2	182.125	8686.05	8106.98	97283.8	0.0383673	66000
207502	610376	1563.07	868.021	71.1904	71190.4	179.789	8764.43	8180.14	98161.6	0.0380195	66000
195304	14082.8	15798	121.371	326.665	326665	301.532	5589.62	5216.98	62603.7	0.0573751	66000
207911	612499	1557.15	869.949	71.1519	71151.9	179.717	8766.99	8182.52	98190.3	0.0380082	66000
187597	474140	2070.32	749.086	74.5724	74572.4	186.175	8567.45	7996.29	95955.4	0.0389042	66000
198422	558846	1722	821.742	72.233	72233	181.744	8698.26	8118.37	97420.5	0.0383128	66000
195231	57408.5	11018.3	334.718	173.858	173858	293.669	6812.96	6358.76	76305.2	0.0485166	66000
164806	3960.56	21288.8	45.578	450.719	450719	282.957	4307.81	4020.62	48247.4	0.0686551	66000
185938	453947	2175.79	732.664	75.2941	75294.1	187.548	8531.11	7962.37	95548.4	0.0390712	66000
212444	635165	1496.59	890.626	70.7595	70759.5	178.986	8793.53	8207.29	98487.5	0.0378917	66000
205995	602430	1585.63	860.815	71.3373	71337.3	180.063	8754.76	8171.11	98053.3	0.0380621	66000
210811	91472.3	8784.53	417.868	136.258	136258	273.146	7214.09	6733.15	80797.8	0.0460189	66000
221639	677274	1395.25	929.345	70.1089	70108.9	177.782	8839.65	8250.34	99004.1	0.0376907	66000
202481	71760.9	9942.37	374.105	153.641	153641	284.771	7015.42	6547.72	78572.7	0.0472319	66000
213021	98084	8456.04	430.586	131.949	131949	269.537	7268.27	6783.72	81404.6	0.0456961	66000
196640	60127.2	10795.4	342.814	169.276	169276	292.002	6856.78	6399.66	76795.9	0.0482343	66000
199673	66058.2	10341.4	359.39	160.605	160605	288.313	6942.84	6479.98	77759.8	0.0476868	66000
196949	12595	15997.9	109.982	333.634	333634	300.944	5533.48	5164.58	61975	0.0578279	66000
178668	4994.28	19542.2	53.1865	425.092	425092	288.692	4653.63	4343.39	52120.7	0.0654311	66000
211809	201103	5173.24	556.56	98.1757	98175.7	228.391	7816.78	7295.66	87548	0.0426139	66000
