"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).PM0_5"
195728	13612.5	15851.8	117.736	377.645	377645	303.933	5621.73	5246.95	62963.4	0.0609992	72000
231844	720138	1302.78	968.697	72.4608	72460.8	188.446	9474.02	8842.41	106109	0.0383742	72000
213328	640241	1482.02	894.966	73.7168	73716.8	190.917	9395.79	8769.41	105233	0.0386973	72000
209199	88701	8917.47	411.665	152.453	152453	292.709	7667.07	7155.93	85871.1	0.0471528	72000
183755	5525.35	18896.7	57.003	443.955	443955	291.653	4807.43	4486.94	53843.2	0.0677205	72000
196892	550228	1749.86	813.788	75.6336	75633.6	194.7	9288.62	8669.37	104032	0.0391477	72000
197820	556176	1729.17	819.042	75.484	75484	194.404	9296.52	8676.75	104121	0.0391142	72000
205560	601033	1587.89	859.229	74.4689	74468.9	192.401	9352.14	8728.67	104744	0.0388797	72000
227700	703521	1336.79	953.31	72.6974	72697.4	188.91	9458.72	8828.14	105938	0.038437	72000
181428	5268.66	19190.5	55.1582	448.193	448193	290.557	4740.58	4424.55	53094.6	0.0682979	72000
198174	64193.7	10464.1	353.758	185.579	185579	305.857	7314.81	6827.16	81925.9	0.0492204	72000
190790	297690	3517	621.196	89.3435	89343.5	220.875	8758.7	8174.78	98097.4	0.0415092	72000
179274	5053.83	19460.8	53.6107	451.846	451846	289.566	4680.7	4368.66	52423.9	0.068818	72000
186256	333647	3097.54	644.319	85.9216	85921.6	214.585	8865.33	8274.31	99291.7	0.0410154	72000
220643	673671	1401.91	925.721	73.1526	73152.6	189.806	9430.05	8801.38	105617	0.0385552	72000
187085	41211.5	12559.1	277.411	253.871	253871	313.045	6709.29	6262.01	75144.1	0.0530778	72000
192682	53436.2	11346.1	321.737	210.773	210773	310.553	7079.73	6607.75	79293	0.0506717	72000
215629	651070	1455.15	904.906	73.5271	73527.1	190.543	9407.16	8780.02	105360	0.0386501	72000
210795	627943	1513.72	883.71	73.9412	73941.2	191.36	9382.54	8757.04	105084	0.0387525	72000
224931	692057	1361.15	942.704	72.8674	72867.4	189.245	9447.9	8818.04	105817	0.0384815	72000
192592	53257.7	11362.1	321.158	211.279	211279	310.616	7075.2	6603.52	79242.2	0.0507002	72000
191024	50102.9	11652.9	310.634	220.787	220787	311.623	6991.05	6524.98	78299.7	0.0512343	72000
191988	515523	1881.51	783.566	76.5923	76592.3	196.59	9239.58	8623.61	103483	0.0393567	72000
205360	79293.6	9449.85	391.391	162.523	162523	297.84	7552.82	7049.3	84591.6	0.0478095	72000
214750	646969	1465.22	901.139	73.5981	73598.1	190.683	9402.89	8776.03	105312	0.0386678	72000
204666	596205	1601.97	854.863	74.5695	74569.5	192.599	9346.47	8723.37	104680	0.0389035	72000
194853	274612	3834.65	606.663	92.0127	92012.7	225.628	8682.98	8104.11	97249.4	0.0418657	72000
184979	349261	2940.31	654.732	84.667	84667	212.23	8907.63	8313.79	99765.4	0.0408222	72000
242213	759232	1228.13	1004.91	71.9447	71944.7	187.433	9508.36	8874.47	106494	0.0382338	72000
200276	248912	4240.18	590.214	95.5275	95527.5	231.665	8591.35	8018.59	96223.1	0.0423038	72000
186008	38074.2	12910.3	264.155	267.773	267773	312.941	6593.67	6154.09	73849.1	0.0538592	72000
208017	215795	4855.72	567.337	101.123	101123	240.718	8460.57	7896.53	94758.4	0.0429418	72000
201172	576525	1662.04	837.16	75.0001	75000.1	193.449	9322.6	8701.09	104413	0.0390039	72000
186520	39648.8	12732	270.923	260.663	260663	313.036	6652.71	6209.19	74510.3	0.0534584	72000
196264	267529	3940.68	602.184	92.9196	92919.6	227.211	8658.52	8081.29	96975.4	0.0419819	72000
213569	641392	1479.12	896.021	73.6963	73696.3	190.877	9397.01	8770.55	105247	0.0386922	72000
210547	626713	1516.96	882.586	73.9642	73964.2	191.405	9381.19	8755.78	105069	0.0387582	72000
194559	534495	1807.11	799.989	76.0492	76049.2	195.52	9267.02	8649.22	103791	0.0392395	72000
194092	14989.4	15681.4	128.187	372.421	372421	304.634	5674.25	5295.96	63551.5	0.0605877	72000
194652	275650	3819.46	607.317	91.8835	91883.5	225.401	8686.51	8107.41	97288.9	0.041849	72000
209047	211365	4947.01	564.024	101.983	101983	242.045	8441.85	7879.06	94548.7	0.0430344	72000
212258	635098	1495.12	890.254	73.8094	73809.4	191.1	9390.29	8764.28	105171	0.0387202	72000
197422	553645	1737.91	816.804	75.5472	75547.2	194.529	9293.17	8673.63	104084	0.0391283	72000
186938	40820	12602.1	275.806	255.547	255547	313.051	6695.31	6248.95	74987.4	0.0531716	72000
208220	86162.6	9054.84	406.397	154.937	154937	294.087	7638.16	7128.95	85547.4	0.0473178	72000
188337	44300.1	12229.4	289.62	241.289	241289	312.822	6814.95	6360.62	76327.4	0.0523765	72000
196930	550473	1749	814.004	75.6274	75627.4	194.687	9288.94	8669.68	104036	0.0391463	72000
207752	84987.7	9119.93	403.91	156.141	156141	294.727	7624.34	7116.05	85392.6	0.0473969	72000
197658	63174.6	10541.2	350.94	187.576	187576	306.358	7295.39	6809.03	81708.4	0.0493381	72000
180374	5161.07	19322.9	54.3837	450.012	450012	290.069	4711.05	4396.98	52763.8	0.0685541	72000
193455	282026	3728.09	611.332	91.1094	91109.4	224.035	8707.95	8127.42	97529.1	0.0417476	72000
205920	602959	1582.34	860.974	74.4293	74429.3	192.323	9354.39	8730.76	104769	0.0388703	72000
200921	575057	1666.71	835.846	75.0336	75033.6	193.515	9320.76	8699.38	104393	0.0390117	72000
179543	5079.56	19427.1	53.7964	451.404	451404	289.688	4688.07	4375.53	52506.4	0.0687539	72000
211410	630966	1505.81	886.473	73.8851	73885.1	191.249	9385.83	8760.11	105121	0.0387388	72000
218349	663490	1425.44	916.333	73.3179	73317.9	190.131	9419.87	8791.88	105503	0.0385974	72000
200789	574283	1669.18	835.154	75.0514	75051.4	193.55	9319.79	8698.47	104382	0.0390158	72000
217705	660586	1432.29	913.659	73.366	73366	190.226	9416.93	8789.13	105470	0.0386096	72000
166642	4076.04	21050.8	46.4454	469.354	469354	284.077	4357.54	4067.04	48804.4	0.0716664	72000
179710	5095.73	19406.2	53.9129	451.127	451127	289.765	4692.67	4379.83	52557.9	0.0687138	72000
205285	599556	1592.17	857.892	74.4995	74499.5	192.461	9350.42	8727.06	104725	0.0388869	72000
224056	688367	1369.16	939.293	72.9233	72923.3	189.355	9444.37	8814.75	105777	0.0384961	72000
213543	190746	5403.18	547.459	106.409	106409	248.611	8350.29	7793.61	93523.3	0.0434917	72000
204069	76398.2	9627.57	384.708	166.168	166168	299.422	7513.23	7012.35	84148.2	0.0480402	72000
181176	5242.49	19222.2	54.9699	448.634	448634	290.44	4733.48	4417.92	53015	0.0683594	72000
202138	72247.6	9895.29	374.716	171.958	171958	301.669	7452.01	6955.21	83462.5	0.0484	72000
190619	504466	1927.86	774.116	76.9322	76932.2	197.26	9222.83	8607.98	103296	0.0394285	72000
206866	607956	1568.13	865.505	74.328	74328	192.123	9360.16	8736.15	104834	0.0388461	72000
198674	561524	1711	823.784	75.3527	75352.7	194.145	9303.52	8683.29	104199	0.0390845	72000
200161	570563	1681.15	831.831	75.1375	75137.5	193.721	9315.11	8694.1	104329	0.0390355	72000
178397	4971.57	19570.7	53.0169	453.268	453268	289.168	4656.78	4346.33	52156	0.0690265	72000
174132	4607.73	20104.7	50.3756	459.691	459691	287.273	4544.04	4241.11	50893.3	0.0700144	72000
182256	5356.81	19086.2	55.7921	446.722	446722	290.944	4764.1	4446.5	53358	0.0680944	72000
198670	65177.8	10390.8	356.441	183.715	183715	305.365	7333.09	6844.21	82130.6	0.04911	72000
221178	676010	1396.6	927.879	73.1154	73115.4	189.733	9432.36	8803.53	105642	0.0385457	72000
200893	69662.1	10070.4	368.227	175.952	175952	303.047	7410.85	6916.8	83001.5	0.0486441	72000
186294	461305	2133.64	738.228	78.4568	78456.8	200.256	9151.38	8541.29	102495	0.0397374	72000
222294	680845	1385.75	932.343	73.0394	73039.4	189.583	9437.09	8807.95	105695	0.0385261	72000
185171	26637.7	14297	206.477	323.621	323621	309.889	6124.26	5715.97	68591.7	0.0571806	72000
203698	75586.3	9678.7	382.792	167.245	167245	299.864	7501.69	7001.58	84018.9	0.0481077	72000
194477	533922	1809.27	799.49	76.0649	76064.9	195.551	9266.22	8648.47	103782	0.0392429	72000
206877	608015	1567.96	865.559	74.3268	74326.8	192.12	9360.23	8736.21	104835	0.0388458	72000
228128	705266	1333.15	954.926	72.672	72672	188.86	9460.35	8829.66	105956	0.0384303	72000
224715	691147	1363.12	941.863	72.8811	72881.1	189.272	9447.04	8817.23	105807	0.0384851	72000
206267	604800	1577.08	862.642	74.3918	74391.8	192.249	9356.52	8732.75	104793	0.0388613	72000
206892	220582	4759.61	570.834	100.227	100227	239.315	8480.45	7915.08	94981	0.0428439	72000
209953	207413	5030.35	561.004	102.775	102775	243.254	8424.88	7863.23	94358.7	0.0431186	72000
213129	639292	1484.42	894.096	73.7338	73733.8	190.951	9394.78	8768.46	105222	0.0387015	72000
197553	62968.5	10557	350.365	187.988	187988	306.459	7291.4	6805.3	81663.7	0.0493623	72000
200004	67851.9	10197.1	363.554	178.949	178949	303.996	7380.49	6888.46	82661.5	0.0488252	72000
195117	538369	1792.66	803.373	75.9441	75944.1	195.312	9272.43	8654.27	103851	0.0392165	72000
180444	5168.1	19314.1	54.4344	449.892	449892	290.102	4713.01	4398.81	52785.7	0.0685371	72000
178990	5026.86	19496.4	53.4161	452.311	452311	289.437	4672.92	4361.39	52336.7	0.0688858	72000
199698	67233.9	10241.2	361.933	180.013	180013	304.316	7369.82	6878.5	82542	0.0488892	72000
204315	594286	1607.63	853.13	74.61	74610	192.679	9344.2	8721.25	104655	0.038913	72000
186404	332114	3113.74	643.31	86.0517	86051.7	214.828	8861.05	8270.31	99243.8	0.0410351	72000
233914	728212	1286.77	976.176	72.3498	72349.8	188.228	9481.29	8849.2	106190	0.0383444	72000
180133	5137.09	19353.2	54.211	450.42	450420	289.958	4704.35	4390.73	52688.7	0.0686123	72000
193283	282974	3714.78	611.928	90.9972	90997.2	223.836	8711.1	8130.36	97564.3	0.0417327	72000
186756	466886	2104.55	742.769	78.2398	78239.8	199.831	9161.21	8550.46	102606	0.0396947	72000
240401	752636	1240.24	998.8	72.0281	72028.1	187.597	9502.71	8869.2	106430	0.0382568	72000
189287	492815	1979.31	764.264	77.3111	77311.1	198.006	9204.53	8590.9	103091	0.0395073	72000
186086	458654	2147.74	736.082	78.5622	78562.2	200.463	9146.65	8536.87	102442	0.039758	72000
214445	105165	8119.25	442.712	139.368	139368	284.057	7828.76	7306.84	87682.1	0.0462457	72000
227135	701205	1341.65	951.167	72.7313	72731.3	188.977	9456.56	8826.12	105913	0.0384459	72000
220354	672403	1404.8	924.551	73.1729	73172.9	189.846	9428.79	8800.21	105602	0.0385604	72000
208773	87582.1	8977.49	409.36	153.529	153529	293.316	7654.48	7144.18	85730.2	0.0472245	72000
216365	654471	1446.9	908.032	73.4689	73468.9	190.429	9410.68	8783.3	105400	0.0386355	72000
224472	690124	1365.34	940.917	72.8966	72896.6	189.302	9446.06	8816.32	105796	0.0384892	72000
198444	560099	1715.8	822.519	75.3874	75387.4	194.214	9301.67	8681.56	104179	0.0390924	72000
182586	5392.87	19044.6	56.0512	446.125	446125	291.099	4773.55	4455.32	53463.8	0.0680127	72000
202604	584759	1636.36	844.547	74.8157	74815.7	193.085	9332.74	8710.55	104527	0.0389612	72000
218404	663737	1424.86	916.561	73.3138	73313.8	190.123	9420.12	8792.11	105505	0.0385963	72000
207703	84864.9	9126.79	403.649	156.268	156268	294.794	7622.87	7114.68	85376.2	0.0474053	72000
193277	525285	1842.45	791.986	76.3068	76306.8	196.028	9253.9	8636.98	103644	0.0392955	72000
220964	675074	1398.72	927.015	73.1303	73130.3	189.762	9431.43	8802.67	105632	0.0385495	72000
201255	577011	1660.5	837.595	74.989	74989	193.427	9323.2	8701.65	104420	0.0390014	72000
197074	551409	1745.71	814.83	75.6036	75603.6	194.64	9290.2	8670.85	104050	0.039141	72000
205697	80068.2	9403.48	393.142	161.596	161596	297.416	7563.03	7058.82	84705.9	0.0477504	72000
196384	60679.2	10735.5	343.864	192.774	192774	307.547	7245.55	6762.51	81150.2	0.049642	72000
185034	443436	2232.44	723.906	79.1975	79197.5	201.706	9118.63	8510.73	102129	0.0398804	72000
220005	670864	1408.33	923.131	73.1977	73197.7	189.895	9427.26	8798.78	105585	0.0385668	72000
189136	46107.1	12043.9	296.416	234.468	234468	312.551	6872.88	6414.69	76976.3	0.0519971	72000
201415	243911	4326.03	586.922	96.2882	96288.2	232.937	8572.57	8001.06	96012.8	0.0423945	72000
217502	659666	1434.47	912.813	73.3814	73381.4	190.256	9415.99	8788.26	105459	0.0386134	72000
198209	258273	4085.7	596.28	94.1737	94173.7	229.371	8625.66	8050.62	96607.4	0.0421389	72000
206768	607442	1569.58	865.039	74.3383	74338.3	192.143	9359.57	8735.6	104827	0.0388486	72000
191278	17403.6	15403.1	146.057	363.505	363505	305.766	5761.49	5377.39	64528.7	0.0599104	72000
203323	588799	1624.06	848.182	74.7275	74727.5	192.911	9337.63	8715.12	104581	0.0389406	72000
190423	48860.4	11771.7	306.325	224.838	224838	311.957	6955.74	6492.02	77904.2	0.0514607	72000
226292	697729	1349	947.951	72.7826	72782.6	189.078	9453.29	8823.07	105877	0.0384594	72000
179410	5066.79	19443.8	53.7042	451.623	451623	289.628	4684.42	4372.13	52465.5	0.0687857	72000
194988	14243.8	15771.7	122.545	375.212	375212	304.263	5646.33	5269.9	63238.9	0.0608061	72000
232047	720937	1301.18	969.437	72.4497	72449.7	188.424	9474.74	8843.09	106117	0.0383712	72000
206581	221896	4733.67	571.78	99.9864	99986.4	238.936	8485.84	7920.12	95041.4	0.0428173	72000
183871	370854	2744.38	669.608	83.1243	83124.3	209.3	8962.41	8364.92	100379	0.0405742	72000
217640	165816	6033.65	524.091	112.933	112933	257.46	8227.8	7679.28	92151.4	0.0441155	72000
203559	234690	4490.74	580.725	97.7649	97764.9	235.369	8537.06	7967.93	95615.1	0.0425668	72000
196517	60939.2	10714.9	344.613	192.211	192211	307.426	7250.9	6767.51	81210.1	0.0496092	72000
205895	224799	4677.03	573.851	99.4636	99463.6	238.106	8497.67	7931.16	95173.9	0.0427593	72000
192777	53624.3	11329.3	322.345	210.243	210243	310.486	7084.49	6612.19	79346.2	0.0506417	72000
209341	210087	4973.74	563.055	102.236	102236	242.433	8436.39	7873.97	94487.6	0.0430614	72000
202285	582944	1641.95	842.917	74.8558	74855.8	193.165	9330.52	8708.49	104502	0.0389705	72000
205644	79945.1	9410.82	392.864	161.742	161742	297.483	7561.41	7057.32	84687.8	0.0477597	72000
203201	588119	1626.11	847.57	74.7423	74742.3	192.94	9336.81	8714.36	104572	0.0389441	72000
192093	52263.1	11452.1	317.902	214.16	214160	310.957	7049.49	6579.53	78954.3	0.0508626	72000
201653	71232.5	9963.25	372.193	173.488	173488	302.213	7436.14	6940.4	83284.8	0.0484939	72000
195112	58199	10936.4	336.567	198.415	198415	308.661	7192.54	6713.03	80556.4	0.049968	72000
186088	458675	2147.63	736.099	78.5614	78561.4	200.461	9146.69	8536.91	102443	0.0397579	72000
193731	55501.4	11164.5	328.308	205.151	205151	309.779	7130.54	6655.17	79862	0.0503531	72000
214631	185126	5537.19	542.553	107.754	107754	250.515	8323.93	7769	93228	0.0436248	72000
186984	326454	3174.78	639.608	86.5433	86543.3	215.743	8845.05	8255.38	99064.5	0.0411086	72000
212999	638668	1486.01	893.524	73.745	73745	190.973	9394.12	8767.84	105214	0.0387043	72000
180522	5175.85	19304.3	54.4903	449.76	449760	290.137	4715.17	4400.82	52809.9	0.0685183	72000
188623	486593	2007.96	759.049	77.5228	77522.8	198.422	9194.47	8581.51	102978	0.0395507	72000
206447	605751	1574.37	863.504	74.3725	74372.5	192.211	9357.62	8733.78	104805	0.0388567	72000
205163	227893	4617.66	576.03	98.9188	98918.8	237.236	8510.14	7942.8	95313.6	0.0426982	72000
211031	93796.4	8654.22	421.826	147.895	147895	289.974	7721.48	7206.72	86480.6	0.0468447	72000
203380	589117	1623.09	848.468	74.7206	74720.6	192.898	9338.02	8715.48	104586	0.038939	72000
197042	551196	1746.45	814.642	75.609	75609	194.651	9289.91	8670.58	104047	0.0391422	72000
207502	611275	1558.83	868.519	74.2617	74261.7	191.992	9363.95	8739.69	104876	0.0388302	72000
195304	58572.2	10905.7	337.683	197.534	197534	308.499	7200.75	6720.7	80648.4	0.0499173	72000
207911	216246	4846.56	567.669	101.037	101037	240.584	8462.46	7898.29	94779.5	0.0429325	72000
187597	320986	3235.62	636.06	87.0357	87035.7	216.656	8829.29	8240.67	98888	0.0411812	72000
198422	559959	1716.27	822.395	75.3908	75390.8	194.22	9301.48	8681.39	104177	0.0390931	72000
195231	58430.7	10917.3	337.261	197.867	197867	308.561	7197.65	6717.8	80613.6	0.0499365	72000
164806	3961.42	21285.4	45.5815	471.459	471459	283.316	4313.73	4026.15	48313.8	0.0720572	72000
185938	456704	2158.23	734.508	78.6407	78640.7	200.617	9143.14	8533.6	102403	0.0397733	72000
212444	635994	1492.82	891.074	73.7932	73793.2	191.068	9391.26	8765.17	105182	0.0387162	72000
205995	603355	1581.21	861.332	74.4212	74421.2	192.307	9354.85	8731.19	104774	0.0388683	72000
210811	93158.2	8686.32	420.582	148.437	148437	290.314	7714.91	7200.58	86407	0.0468817	72000
221639	678015	1392.08	929.73	73.0838	73083.8	189.67	9434.33	8805.37	105664	0.0385376	72000
202481	72972.6	9847.36	376.498	170.894	170894	301.279	7463.11	6965.57	83586.9	0.0483345	72000
213021	100036	8352.38	433.575	142.971	142971	286.691	7782.49	7263.66	87163.9	0.0465026	72000
196640	61178	10696	345.299	191.698	191698	307.315	7255.78	6772.06	81264.7	0.0495794	72000
199673	67183.2	10244.8	361.799	180.102	180102	304.342	7368.93	6877.67	82532.1	0.0488945	72000
196949	12477.7	16009.4	109.039	382.313	382313	303.281	5573.83	5202.24	62426.9	0.061377	72000
178668	4996.73	19536.7	53.1986	452.832	452832	289.291	4664.16	4353.21	52238.6	0.0689622	72000
211809	199061	5212.76	554.391	104.534	104534	245.885	8388.14	7828.93	93947.2	0.0433017	72000
200363	68579.4	10145.8	365.445	177.723	177723	303.616	7392.85	6900	82800	0.0487514	72000
220403	672618	1404.31	924.749	73.1695	73169.5	189.839	9429	8800.4	105605	0.0385596	72000
193274	54604.5	11242.6	325.481	207.54	207540	310.124	7108.84	6634.92	79619	0.0504888	72000
200001	569602	1684.27	830.973	75.16	75160	193.765	9313.89	8692.96	104316	0.0390407	72000
172469	4479.4	20313.5	49.4364	462	462000	286.55	4501.47	4201.37	50416.5	0.0703897	72000
