"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).l_5"
209951	87683.2	8996.3	410.741	128.326	128326	258.826	6746.59	6296.82	75561.9	0.0454161	0.11
199009	257614	4104.97	596.751	85.4439	85443.9	200.415	7523.58	7022.01	84264.1	0.0409427	0.11
212554	94952.4	8619.25	425.222	124.162	124162	254.807	6800.05	6346.71	76160.5	0.0450836	0.11
207741	82189.8	9304.62	399.031	131.898	131898	262.021	6702.68	6255.83	75070	0.0456922	0.11
187919	322683	3223.41	637.974	79.3148	79314.8	189.328	7724.9	7209.9	86518.8	0.0399026	0.11
198028	61765.5	10681.3	348.091	150.135	150135	275.104	6500.54	6067.17	72806.1	0.0469971	0.11
209375	213347	4916.21	566.468	91.3774	91377.4	210.686	7367.22	6876.07	82512.9	0.0417829	0.11
190290	46567	12031.4	299.031	172.955	172955	285.572	6283.6	5864.69	70376.3	0.0484613	0.11
215518	649130	1462.75	903.672	68.1062	68106.2	169.073	8339.66	7783.68	93404.2	0.0369973	0.11
171456	4400.59	20452.6	48.868	407.537	407537	284.875	4454.81	4157.82	49893.9	0.063616	0.11
208803	616378	1547.81	873.729	68.6041	68604.1	169.918	8298.04	7744.84	92938.1	0.0371818	0.11
186771	37969.8	12954.7	264.421	192.471	192471	290.987	6118.05	5710.18	68522.2	0.0496243	0.11
187710	40616.5	12657.7	275.759	185.792	185792	289.42	6173.12	5761.58	69139	0.049233	0.11
190197	497888	1960.65	769.185	71.101	71101	174.3	8119.42	7578.12	90937.5	0.0379933	0.11
196627	268839	3929.05	603.895	84.1957	84195.7	198.189	7560.65	7056.61	84679.3	0.0407477	0.11
208305	613824	1554.85	871.406	68.6455	68645.5	169.989	8294.68	7741.7	92900.4	0.0371968	0.11
208306	83549.1	9226.29	401.995	130.976	130976	261.217	6713.86	6266.27	75195.2	0.0456217	0.11
203476	587897	1630.06	847.954	69.0914	69091.4	170.757	8259.52	7708.89	92506.7	0.0373541	0.11
186651	461208	2138.66	738.824	72.2121	72212.1	176.3	8052.17	7515.36	90184.3	0.0383071	0.11
195921	57703.9	11009.9	336.159	155.163	155163	277.895	6449.94	6019.94	72239.3	0.0473327	0.11
192237	292309	3595.05	618.654	81.8607	81860.7	193.976	7634.98	7125.98	85511.7	0.0403615	0.11
200180	252341	4191.47	593.351	86.0625	86062.5	201.511	7505.82	7005.43	84065.2	0.0410367	0.11
198114	61932.9	10668.2	348.567	149.941	149941	274.99	6502.54	6069.03	72828.4	0.0469839	0.11
192813	519304	1870.05	787.448	70.5428	70542.8	173.304	8155.69	7611.98	91343.8	0.0378259	0.11
202083	579978	1654.51	840.843	69.2373	69237.3	171.01	8248.38	7698.49	92381.9	0.0374042	0.11
211981	93258.4	8704.23	421.943	125.082	125082	255.723	6788.01	6335.48	76025.7	0.0451581	0.11
178467	4971.37	19577.1	53.0309	389.143	389143	287.55	4629.73	4321.08	51852.9	0.0619483	0.11
208841	215604	4869.85	568.144	91.0299	91029.9	210.1	7375.61	6883.91	82606.9	0.0417371	0.11
215048	646931	1468.18	901.654	68.1377	68137.7	169.126	8336.95	7781.15	93373.8	0.0370093	0.11
196227	543689	1776.83	808.647	69.9741	69974.1	172.298	8194.61	7648.31	91779.7	0.0376478	0.11
213753	98716.4	8436.23	432.309	122.216	122216	252.814	6825.96	6370.89	76450.7	0.0449237	0.11
200280	569369	1688.46	831.361	69.4407	69440.7	171.364	8233.14	7684.26	92211.1	0.037473	0.11
198232	62161.6	10650.4	349.216	149.677	149677	274.834	6505.25	6071.56	72858.7	0.0469661	0.11
180271	5142.96	19352.2	54.2704	383.914	383914	288.238	4676.61	4364.83	52378	0.0615088	0.11
206189	226705	4650.08	576.131	89.3972	89397.2	207.321	7416.2	6921.79	83061.4	0.0415166	0.11
175058	4677.21	20001.9	50.8953	398.449	398449	286.249	4543.36	4240.46	50885.6	0.0627664	0.11
195961	57781.5	11003.4	336.394	155.061	155061	277.841	6450.95	6020.88	72250.6	0.0473259	0.11
191537	509238	1911.54	778.819	70.7978	70797.8	173.758	8138.9	7596.31	91155.7	0.0379032	0.11
173927	4586.96	20143.1	50.2363	401.382	401382	285.818	4515.27	4214.25	50571	0.0630347	0.11
182251	5346.71	19104.8	55.7385	377.911	377911	288.993	4729.09	4413.82	52965.8	0.0610205	0.11
193878	527265	1838.53	794.325	70.3498	70349.8	172.962	8168.67	7624.09	91489.1	0.0377664	0.11
188399	42336.4	12470.7	282.783	181.788	181788	288.347	6206.88	5793.09	69517.1	0.0489953	0.11
183288	5460.94	18974.7	56.5604	374.65	374650	289.387	4757.07	4439.93	53279.1	0.0607619	0.11
214789	645713	1471.2	900.537	68.1553	68155.3	169.156	8335.44	7779.74	93356.9	0.037016	0.11
200691	250082	4229.31	591.884	86.3341	86334.1	201.99	7498.14	6998.27	83979.2	0.0410774	0.11
193989	15382.5	15653.5	131.303	271.223	271223	296.766	5534.05	5165.11	61981.4	0.0540547	0.11
195095	56115.4	11144.4	331.284	157.311	157311	278.995	6428.86	6000.27	72003.2	0.0474735	0.11
175032	4675.1	20005.1	50.8799	398.517	398517	286.239	4542.71	4239.86	50878.3	0.0627726	0.11
216613	654205	1450.37	908.334	68.0342	68034.2	168.951	8345.88	7789.49	93473.9	0.0369699	0.11
201026	573808	1674.08	835.322	69.3545	69354.5	171.213	8239.56	7690.26	92283.1	0.037444	0.11
198912	63484.2	10548.5	352.926	148.187	148187	273.937	6520.67	6085.96	73031.5	0.0468646	0.11
184225	5569.28	18856.7	57.3397	371.627	371627	289.743	4782.68	4463.83	53566	0.0605261	0.11
219507	156913	6297.45	515.648	102.291	102291	227.89	7138.12	6662.24	79946.9	0.0430672	0.11
207220	80960.9	9376.65	396.313	132.757	132757	262.754	6692.37	6246.21	74954.6	0.0457574	0.11
192087	513655	1893.1	782.596	70.6843	70684.3	173.556	8146.32	7603.23	91238.8	0.037869	0.11
182830	5409.77	19032.3	56.1923	376.102	376102	289.213	4744.66	4428.35	53140.2	0.0608764	0.11
203018	585316	1637.95	845.633	69.1384	69138.4	170.838	8255.91	7705.52	92466.2	0.0373704	0.11
196299	58431.8	10949.4	338.352	154.215	154215	277.392	6459.34	6028.72	72344.6	0.04727	0.11
197004	59787.6	10838.6	342.372	152.505	152505	276.458	6476.46	6044.7	72536.4	0.0471563	0.11
210558	208283	5022.41	562.634	92.1775	92177.5	212.026	7348.22	6858.33	82300	0.041887	0.11
204929	231972	4550.47	579.789	88.6648	88664.8	206.059	7435.07	6939.4	83272.7	0.0414148	0.11
198444	558089	1726.14	821.339	69.6675	69667.5	171.76	8216.51	7668.74	92024.9	0.0375483	0.11
210080	88021.1	8978.04	411.439	128.119	128119	258.634	6749.19	6299.24	75590.9	0.0453999	0.11
216413	108646	7987.82	449.802	117.636	117636	247.825	6889.57	6430.27	77163.2	0.0445351	0.11
185711	345757	2980.78	653.16	77.6823	77682.3	186.328	7788.57	7269.33	87232	0.0395831	0.11
198920	561063	1716.04	823.975	69.6066	69606.6	171.653	8220.94	7672.87	92074.5	0.0375282	0.11
196540	545780	1769.28	810.483	69.9284	69928.4	172.218	8197.84	7651.32	91815.8	0.0376331	0.11
187375	469884	2093.66	745.89	71.9294	71929.4	175.789	8068.7	7530.79	90369.5	0.0382295	0.11
218282	168185	5982.44	527.524	99.6962	99696.2	224.02	7187.46	6708.29	80499.5	0.0427852	0.11
181855	5304.49	19154.4	55.4345	379.136	379136	288.842	4718.49	4403.92	52847.1	0.0611188	0.11
216083	651757	1456.31	906.086	68.0687	68068.7	169.01	8342.89	7786.7	93440.4	0.0369831	0.11
187187	329349	3150.05	642.305	78.8187	78818.7	188.417	7743.7	7227.45	86729.4	0.0398078	0.11
208503	84029.8	9198.92	403.032	130.656	130656	260.935	6717.76	6269.91	75238.9	0.0455971	0.11
250167	786072	1182.78	1030.22	66.5177	66517.7	166.47	8491.55	7925.45	95105.4	0.036338	0.11
197054	59883.6	10830.9	342.654	152.387	152387	276.392	6477.65	6045.81	72549.7	0.0471484	0.11
173088	4522.07	20248.1	49.7611	403.51	403510	285.498	4494.6	4194.96	50339.5	0.0632329	0.11
189188	44167.3	12277	289.986	177.796	177796	287.166	6241.15	5825.07	69900.9	0.0487557	0.11
198345	62381.5	10633.3	349.838	149.426	149426	274.684	6507.84	6073.98	72887.8	0.046949	0.11
200896	573042	1676.54	834.638	69.3692	69369.2	171.239	8238.46	7689.23	92270.7	0.037449	0.11
192645	518016	1875.26	786.34	70.5747	70574.7	173.361	8153.57	7610	91320	0.0378357	0.11
221381	675565	1400.3	928.004	67.7449	67744.9	168.467	8371.46	7813.36	93760.4	0.0368575	0.11
209425	619544	1539.17	876.611	68.5532	68553.2	169.832	8302.18	7748.7	92984.5	0.0371634	0.11
203327	72379.1	9914.92	376.202	139.479	139479	268.075	6614.62	6173.65	74083.8	0.0462537	0.11
197385	551327	1749.57	815.365	69.809	69809	172.008	8206.32	7659.23	91910.8	0.0375945	0.11
203227	586497	1634.33	846.695	69.1168	69116.8	170.801	8257.57	7707.06	92484.8	0.0373629	0.11
171939	4435.94	20392	49.1285	406.36	406360	285.06	4466.54	4168.77	50025.2	0.0635029	0.11
214661	189481	5444.51	547.357	95.4168	95416.8	217.33	7275.3	6790.28	81483.4	0.0422905	0.11
211455	204374	5106.48	559.6	92.8149	92814.9	213.085	7333.37	6844.48	82133.7	0.0419686	0.11
200954	573383	1675.45	834.943	69.3626	69362.6	171.228	8238.95	7689.69	92276.2	0.0374468	0.11
199021	63697.1	10532.3	353.517	147.952	147952	273.793	6523.11	6088.24	73058.9	0.0468486	0.11
203807	589750	1624.44	849.622	69.0579	69057.9	170.699	8262.1	7711.3	92535.6	0.0373426	0.11
192243	514885	1888.03	783.651	70.6532	70653.2	173.5	8148.38	7605.15	91261.8	0.0378596	0.11
189491	310258	3367.78	630.001	80.2973	80297.3	191.127	7688.96	7176.36	86116.3	0.0400849	0.11
186621	37493.2	13009.3	262.307	193.743	193743	291.256	6107.72	5700.54	68406.5	0.0496982	0.11
194546	55057.5	11235.9	327.968	158.804	158804	279.729	6414.39	5986.76	71841.2	0.0475705	0.11
207969	612085	1559.68	869.826	68.674	68674	170.038	8292.38	7739.56	92874.7	0.0372071	0.11
219060	161678	6161.47	520.799	101.162	101162	226.224	7159.25	6681.97	80183.6	0.042946	0.11
216029	651506	1456.93	905.855	68.0723	68072.3	169.016	8342.58	7786.41	93436.9	0.0369844	0.11
177692	4901.33	19673.6	52.5238	391.322	391322	287.255	4609.86	4302.54	51630.5	0.0621355	0.11
215869	650763	1458.74	905.172	68.0829	68082.9	169.033	8341.67	7785.56	93426.7	0.0369885	0.11
185670	447587	2213.37	727.889	72.6837	72683.7	177.155	8025.39	7490.37	89884.4	0.0384334	0.11
178858	5007.55	19528.4	53.2925	388.028	388028	287.7	4639.82	4330.5	51966	0.0618534	0.11
218897	664578	1425.65	917.878	67.8911	67891.1	168.711	8358.42	7801.19	93614.3	0.0369147	0.11
201747	245478	4307.94	588.868	86.9004	86900.4	202.986	7482.36	6983.54	83802.5	0.0411614	0.11
211559	630186	1510.81	886.32	68.3867	68386.7	169.548	8315.91	7761.52	93138.2	0.0371024	0.11
212250	633567	1502.02	889.41	68.3352	68335.2	169.46	8320.21	7765.53	93186.4	0.0370833	0.11
192973	51999.9	11509.6	318.046	163.427	163427	281.851	6370.45	5945.75	71349	0.0478671	0.11
203326	587053	1632.63	847.195	69.1067	69106.7	170.783	8258.35	7707.79	92493.5	0.0373594	0.11
217039	656158	1445.65	910.129	68.0069	68006.9	168.905	8348.26	7791.71	93500.5	0.0369594	0.11
187476	326628	3179.66	640.532	79.0187	79018.7	188.785	7736.06	7220.32	86643.9	0.0398463	0.11
207702	82097.9	9309.96	398.829	131.962	131962	262.075	6701.91	6255.12	75061.4	0.045697	0.11
190580	47176.7	11970.5	301.262	171.792	171792	285.161	6293.96	5874.36	70492.4	0.0483898	0.11
215179	103696	8205.47	441.291	119.827	119827	250.265	6858.66	6401.41	76817	0.0447233	0.11
209273	618772	1541.27	875.908	68.5655	68565.5	169.853	8301.18	7747.77	92973.2	0.0371679	0.11
185767	34142.4	13402.5	246.756	203.317	203317	293.013	6031.47	5629.38	67552.5	0.0502486	0.11
197190	266115	3970.73	602.171	84.4902	84490.2	198.716	7551.75	7048.3	84579.6	0.0407944	0.11
204958	596092	1605.51	855.34	68.9454	68945.4	170.505	8270.85	7719.46	92633.5	0.0373033	0.11
190157	497535	1962.23	768.886	71.1107	71110.7	174.317	8118.8	7577.55	90930.6	0.0379961	0.11
192440	291105	3611.13	617.897	81.9721	81972.1	194.179	7631.27	7122.52	85470.2	0.0403806	0.11
199394	563985	1706.23	826.57	69.5475	69547.5	171.55	8225.26	7676.91	92122.9	0.0375086	0.11
181861	5305.17	19153.6	55.4394	379.116	379116	288.844	4718.66	4404.08	52849	0.0611172	0.11
173137	4525.82	20241.9	49.7886	403.387	403387	285.516	4495.8	4196.08	50353	0.0632213	0.11
207630	81926.5	9319.95	398.452	132.08	132080	262.177	6700.48	6253.79	75045.4	0.0457061	0.11
202507	70674.3	10029.9	371.95	140.991	140991	269.173	6597.8	6157.95	73895.4	0.0463622	0.11
180839	5199.65	19281.3	54.6791	382.22	382220	288.455	4691.55	4378.78	52545.3	0.0613693	0.11
210557	89287.1	8910.25	414.031	127.356	127356	257.919	6758.81	6308.22	75698.7	0.0453398	0.11
205680	600003	1594.06	858.874	68.8774	68877.4	170.388	8276.18	7724.44	92693.3	0.0372794	0.11
184132	413727	2423.42	701.611	74.0251	74025.1	179.603	7954.14	7423.86	89086.4	0.038773	0.11
200344	569751	1687.21	831.701	69.4332	69433.2	171.351	8233.69	7684.78	92217.4	0.0374705	0.11
181471	5264.29	19202.4	55.145	380.311	380311	288.696	4708.27	4394.38	52732.6	0.0612137	0.11
224027	686955	1374.88	938.518	67.5988	67598.8	168.224	8384.73	7825.75	93909	0.0367994	0.11
208292	217917	4822.92	569.843	90.6793	90679.3	209.507	7384.17	6891.89	82702.7	0.0416905	0.11
201595	577147	1663.43	838.308	69.2907	69290.7	171.103	8244.35	7694.73	92336.7	0.0374224	0.11
181429	5259.95	19207.7	55.1137	380.439	380439	288.68	4707.15	4393.34	52720.1	0.0612241	0.11
211136	628105	1516.28	884.419	68.4187	68418.7	169.602	8313.25	7759.03	93108.4	0.0371142	0.11
220079	669842	1413.4	922.727	67.8203	67820.3	168.593	8364.7	7807.05	93684.6	0.0368871	0.11
230071	711880	1321.99	961.566	67.2972	67297.2	167.726	8412.95	7852.09	94225	0.0366765	0.11
219922	669146	1415.01	922.086	67.8296	67829.6	168.608	8363.87	7806.28	93675.4	0.0368907	0.11
192840	16361.4	15541	138.605	267.438	267438	296.816	5560.83	5190.1	62281.2	0.0538402	0.11
