"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).PM0_5"
202192	578637	1662.32	840.276	62.8887	62888.7	147.187	7092.9	6620.04	79440.5	0.0340702	48000
205500	597224	1605.59	856.979	62.6785	62678.5	147.044	7132.77	6657.25	79887	0.0338731	48000
208214	611650	1564.17	870.033	62.5293	62529.3	146.957	7163.01	6685.48	80225.8	0.0337249	48000
216652	652917	1456.42	907.718	62.1596	62159.6	146.8	7246.47	6763.37	81160.4	0.0333224	48000
203535	586329	1638.36	847.17	62.7991	62799.1	147.123	7109.53	6635.56	79626.7	0.0339877	48000
182979	5363.8	19129.1	55.9839	244.482	244482	276.775	4525.34	4223.65	50683.8	0.0525542	48000
188898	39620.1	12829.9	273.007	138.346	138346	247.171	5228.11	4879.57	58554.8	0.0461717	48000
222896	680781	1391.28	933.361	61.9497	61949.7	146.758	7300.52	6813.82	81765.8	0.0330665	48000
214779	97306.9	8532.14	431.173	102.472	102472	209.461	5620.89	5246.16	62954	0.0430865	48000
218998	663615	1430.76	917.549	62.0757	62075.7	146.779	7267.42	6782.93	81395.1	0.0332228	48000
193546	50012.5	11748.3	312.865	127.829	127829	238.55	5325.37	4970.34	59644.1	0.0453771	48000
220194	668960	1418.25	922.469	62.0353	62035.3	146.77	7277.8	6792.61	81511.3	0.0331736	48000
210901	625327	1526.79	882.474	62.398	62398	146.891	7191.16	6711.75	80541	0.0335882	48000
199762	257809	4112.19	597.953	75.1632	75163.2	165.509	6209.15	5795.2	69542.4	0.0390414	48000
220352	123152	7428.87	473.995	95.0972	95097.2	198.638	5734.75	5352.44	64229.2	0.0422519	48000
185044	5591.98	18879.1	57.639	238.323	238323	276.474	4560.05	4256.05	51072.6	0.0522115	48000
213831	639645	1489.48	895.553	62.2701	62270.1	146.837	7220.1	6738.76	80865.1	0.0334486	48000
214180	95424.3	8624.76	427.62	103.115	103115	210.354	5611.79	5237.67	62852.1	0.0431543	48000
228675	704994	1338.8	955.72	61.7886	61788.6	146.754	7346.18	6856.43	82277.2	0.0328533	48000
200094	62739.9	10649.6	352.439	118.34	118340	229.123	5423.5	5061.94	60743.2	0.0445961	48000
194351	16291.4	15619.7	138.747	173.571	173571	265.444	4956.85	4626.4	55516.8	0.048499	48000
193256	519862	1872.07	788.624	63.7202	63720.2	147.919	6959.49	6495.53	77946.3	0.0347457	48000
205280	596023	1609.14	855.895	62.6915	62691.5	147.052	7130.22	6654.88	79858.5	0.0338856	48000
217353	181112	5662.41	541.15	84.1378	84137.8	180.887	5950.71	5553.99	66647.9	0.0407385	48000
206289	75421.5	9753.57	385.138	111.296	111296	221.014	5504.88	5137.88	61654.6	0.043964	48000
195728	7424.29	17495.2	71.0312	207.141	207141	273.392	4741.64	4425.53	53106.3	0.0504661	48000
231844	717719	1312.57	967.487	61.7108	61710.8	146.762	7369.73	6878.42	82541	0.0327443	48000
213328	637226	1495.66	893.339	62.2911	62291.1	146.845	7215.24	6734.23	80810.7	0.033472	48000
209199	82055.8	9346.28	400.284	108.265	108265	217.22	5542.72	5173.21	62078.5	0.0436747	48000
183755	5446.99	19035.3	56.5875	242.155	242155	276.671	4538.42	4235.86	50830.3	0.0524247	48000
196892	545756	1773.32	811.129	63.3188	63318.8	147.536	7019.72	6551.73	78620.8	0.0344378	48000
197820	551854	1751.61	816.49	63.2328	63232.8	147.461	7033.56	6564.65	78775.9	0.0343677	48000
205560	597549	1604.64	857.272	62.675	62675	147.042	7133.46	6657.89	79894.7	0.0338697	48000
227700	701003	1347.21	952.032	61.8139	61813.9	146.752	7338.73	6849.48	82193.8	0.0328879	48000
181428	5205.79	19316	54.8366	249.175	249175	276.95	4499.05	4199.11	50389.3	0.0528157	48000
198174	59018.3	10947.7	341.691	120.813	120813	231.74	5396.8	5037.01	60444.1	0.0448066	48000
190790	305715	3431.82	628.109	71.4137	71413.7	159.163	6363.48	5939.24	71270.9	0.0380841	48000
179274	5002.05	19575.6	53.3543	255.798	255798	277.127	4462.14	4164.66	49976	0.0531856	48000
186256	5737.05	18731.5	58.691	234.753	234753	276.261	4580.3	4274.94	51299.3	0.052013	48000
220643	125760	7331.76	477.778	94.4702	94470.2	197.673	5745.36	5362.34	64348.1	0.0421754	48000
187085	32890.3	13619.9	241.905	146.961	146961	252.985	5155.25	4811.56	57738.8	0.0467805	48000
192682	515407	1890.22	784.799	63.7957	63795.7	147.997	6948.89	6485.63	77827.6	0.0348005	48000
215629	648158	1468.11	903.351	62.1984	62198.4	146.812	7237.06	6754.59	81055.1	0.0333673	48000
210795	624799	1528.2	881.992	62.4029	62402.9	146.893	7190.08	6710.74	80528.9	0.0335934	48000
224931	689465	1372.05	941.374	61.8898	61889.8	146.753	7317.03	6829.23	81950.7	0.0329891	48000
192592	48080.8	11936.1	306.066	129.563	129563	240.096	5308.6	4954.69	59456.3	0.0455126	48000
191024	44754.7	12273.5	293.75	132.77	132770	242.825	5278.38	4926.48	59117.8	0.0457584	48000
191988	509844	1913.39	780.042	63.893	63893	148.098	6935.54	6473.17	77678.1	0.0348696	48000
205360	73418.6	9884.13	380.325	112.289	112289	222.217	5492.88	5126.69	61520.2	0.0440563	48000
214750	644019	1478.43	899.558	62.2329	62232.9	146.824	7228.83	6746.91	80962.9	0.0334067	48000
204666	592650	1619.19	852.855	62.7283	62728.3	147.076	7123.06	6648.19	79778.2	0.0339209	48000
194853	52595.1	11506.5	321.589	125.648	125648	236.528	5346.94	4990.48	59885.7	0.0452037	48000
184979	5584.49	18887	57.5847	238.514	238514	276.485	4558.97	4255.04	51060.4	0.0522221	48000
242213	757011	1236.7	1003.83	61.4964	61496.4	146.828	7440.76	6944.71	83336.5	0.0324198	48000
200276	63097.3	10621.9	353.44	118.114	118114	228.878	5425.99	5064.26	60771.1	0.0445766	48000
186008	5706.61	18761.8	58.4702	235.481	235481	276.307	4576.16	4271.08	51253	0.0520535	48000
208017	610624	1567.04	869.103	62.5396	62539.6	146.963	7160.88	6683.49	80201.9	0.0337353	48000
201172	572638	1681.5	834.918	62.9613	62961.3	147.24	7079.81	6607.83	79293.9	0.0341354	48000
186520	5769.81	18699.4	58.9285	233.982	233982	276.211	4584.68	4279.04	51348.5	0.0519701	48000
196264	55335	11260.9	330.424	123.489	123489	234.444	5368.83	5010.91	60130.9	0.0450286	48000
213569	638388	1492.69	894.402	62.281	62281	146.841	7217.58	6736.41	80836.9	0.0334607	48000
210547	623554	1531.54	880.858	62.4145	62414.5	146.899	7187.54	6708.37	80500.4	0.0336057	48000
194559	283178	3729.21	613.953	73.0354	73035.4	161.884	6291.56	5872.12	70465.5	0.0385251	48000
194092	16517.1	15594.1	140.427	173.177	173177	265.307	4959.57	4628.93	55547.2	0.0484749	48000
194652	530232	1831.2	797.583	63.552	63552	147.753	6983.9	6518.3	78219.6	0.0346203	48000
209047	615951	1552.22	873.94	62.487	62487	146.935	7171.92	6693.79	80325.5	0.0336815	48000
212258	632030	1509.1	888.59	62.337	62337	146.864	7204.77	6724.45	80693.4	0.0335224	48000
197422	549260	1760.78	814.207	63.269	63269	147.492	7027.69	6559.17	78710.1	0.0343974	48000
186938	28335.7	14181.8	217.732	153.671	153671	256.836	5101.89	4761.76	57141.2	0.0472339	48000
208220	79754.3	9483.41	395.162	109.275	109275	218.505	5529.9	5161.24	61934.9	0.0437724	48000
188337	38004.8	13013.7	265.984	140.272	140272	248.562	5211.34	4863.92	58367	0.0463107	48000
196930	546007	1772.42	811.349	63.3152	63315.2	147.533	7020.29	6552.27	78627.2	0.0344348	48000
207752	78681.3	9548.81	392.727	109.76	109760	219.115	5523.82	5155.56	61866.8	0.0438188	48000
197658	550801	1755.32	815.563	63.2474	63247.4	147.473	7031.18	6562.43	78749.2	0.0343797	48000
180374	5103.94	19443.1	54.0962	252.402	252402	277.047	4481.04	4182.3	50187.7	0.0529958	48000
193455	289271	3645.06	617.768	72.5736	72573.6	161.105	6311.13	5890.39	70684.6	0.0384042	48000
205920	599503	1598.9	859.036	62.6542	62654.2	147.029	7137.59	6661.75	79941	0.0338494	48000
200921	571142	1686.36	833.584	62.9798	62979.8	147.255	7076.53	6604.76	79257.1	0.0341518	48000
179543	5026.54	19543.2	53.5327	254.966	254966	277.109	4466.77	4168.98	50027.8	0.0531391	48000
211410	627854	1520.07	884.778	62.3747	62374.7	146.88	7196.3	6716.55	80598.6	0.0335633	48000
218349	660685	1437.7	914.854	62.0982	62098.2	146.784	7261.71	6777.6	81331.1	0.0332499	48000
200789	570353	1688.93	832.881	62.9896	62989.6	147.262	7074.8	6603.14	79237.7	0.0341605	48000
217705	657757	1444.7	912.163	62.1211	62121.1	146.79	7255.98	6772.25	81267	0.0332771	48000
166642	4057.58	21119.7	46.3686	296.515	296515	276.792	4236.51	3954.07	47448.9	0.0555197	48000
179710	5041.91	19523.1	53.6447	254.449	254449	277.098	4469.64	4171.67	50060	0.0531102	48000
205285	596050	1609.06	855.92	62.6912	62691.2	147.052	7130.28	6654.93	79859.2	0.0338853	48000
224056	685750	1380.22	937.945	61.9152	61915.2	146.754	7309.98	6822.65	81871.8	0.0330221	48000
213543	638263	1493	894.288	62.2821	62282.1	146.842	7217.33	6736.17	80834.1	0.0334619	48000
204069	70706	10067.1	373.611	113.699	113699	223.89	5476.16	5111.08	61333	0.0441855	48000
181176	5181.05	19346.4	54.6569	249.944	249944	276.975	4494.75	4195.1	50341.2	0.0528586	48000
202138	66777.5	10345.5	363.458	115.887	115887	226.41	5450.9	5087.51	61050.1	0.0443817	48000
190619	498223	1963.73	770.186	64.1071	64107.1	148.33	6907.29	6446.81	77361.7	0.0350168	48000
206866	604568	1584.24	863.615	62.6011	62601.1	146.998	7148.24	6671.69	80060.3	0.0337971	48000
198674	557328	1732.57	821.321	63.1581	63158.1	147.397	7045.88	6576.15	78913.8	0.0343055	48000
200161	566560	1701.4	829.505	63.0374	63037.4	147.299	7066.43	6595.34	79144	0.0342023	48000
178397	4923.63	19681.4	52.7825	258.53	258530	277.178	4446.96	4150.5	49806	0.0533387	48000
174132	4574.3	20197.8	50.2218	272.055	272055	277.256	4372.11	4080.63	48967.6	0.054102	48000
182256	5288.91	19216.2	55.4404	246.66	246660	276.862	4513.12	4212.24	50546.9	0.0526755	48000
198670	59976.8	10869.2	344.517	120.155	120155	231.055	5403.82	5043.56	60522.8	0.0447511	48000
221178	673304	1408.23	926.469	62.0033	62003.3	146.765	7286.18	6800.44	81605.2	0.033134	48000
200893	64306.8	10529.3	356.79	117.362	117362	228.055	5434.32	5072.03	60864.4	0.0445113	48000
186294	450608	2201.65	731.075	65.1665	65166.5	149.607	6786.08	6333.68	76004.1	0.0356614	48000
222294	678175	1397.14	930.958	61.9682	61968.2	146.76	7295.54	6809.17	81710	0.03309	48000
185171	363246	2823.84	665.973	68.2078	68207.8	153.99	6540.35	6104.33	73251.9	0.0370357	48000
203698	69941.2	10120	371.676	114.111	114111	224.372	5471.34	5106.59	61279	0.0442228	48000
194477	528965	1836.09	796.484	63.572	63572	147.772	6980.94	6515.54	78186.5	0.0346355	48000
206877	604628	1584.06	863.67	62.6005	62600.5	146.997	7148.37	6671.81	80061.7	0.0337965	48000
228128	702760	1343.5	953.655	61.8027	61802.7	146.753	7342.01	6852.54	82230.5	0.0328726	48000
224715	688549	1374.05	940.529	61.896	61896	146.753	7315.29	6827.61	81931.3	0.0329972	48000
206267	601369	1593.47	860.722	62.6345	62634.5	147.017	7141.52	6665.42	79985	0.0338301	48000
206892	76747.4	9669.16	388.261	110.66	110660	220.233	5512.66	5145.15	61741.8	0.0439042	48000
209953	83885	9240.24	404.261	107.491	107491	216.222	5552.7	5182.52	62190.2	0.0435989	48000
213129	636267	1498.12	892.462	62.2995	62299.5	146.849	7213.32	6732.43	80789.1	0.0334812	48000
197553	57820.5	11047.5	338.1	121.657	121657	232.607	5387.88	5028.69	60344.3	0.0448772	48000
200004	62565.9	10663.2	351.949	118.451	118451	229.243	5422.29	5060.8	60729.6	0.0446057	48000
195117	533556	1818.48	800.47	63.5002	63500.2	147.703	6991.64	6525.53	78306.3	0.0345807	48000
180444	5110.61	19434.6	54.1447	252.186	252186	277.041	4482.25	4183.43	50201.2	0.0529837	48000
178990	4976.36	19609.9	53.1671	256.682	256682	277.145	4457.23	4160.08	49921	0.0532351	48000
199698	61969.5	10709.9	350.262	118.835	118835	229.656	5418.09	5056.89	60682.6	0.0446386	48000
204315	590701	1625.05	851.101	62.7499	62749.9	147.09	7118.9	6644.31	79731.7	0.0339414	48000
186404	344195	3003.78	653.047	69.1382	69138.2	155.453	6482.96	6050.77	72609.2	0.0373703	48000
233914	725838	1296.29	974.997	61.6634	61663.4	146.771	7384.61	6892.3	82707.6	0.0326758	48000
180133	5081.2	19472.2	53.9307	253.145	253145	277.066	4476.9	4178.44	50141.3	0.0530373	48000
193283	520065	1871.26	788.798	63.7168	63716.8	147.916	6959.97	6495.98	77951.7	0.0347432	48000
186756	457142	2165.62	736.308	65.0015	65001.5	149.396	6803.25	6349.7	76196.3	0.0355688	48000
240401	750384	1249	997.706	61.5301	61530.1	146.813	7428.95	6933.68	83204.2	0.0324733	48000
189287	485819	2020.54	759.791	64.3532	64353.2	148.609	6876.57	6418.13	77017.6	0.0351781	48000
186086	447426	2219.63	728.542	65.2494	65249.4	149.715	6777.66	6325.82	75909.8	0.035707	48000
214445	96247.1	8584.04	429.181	102.832	102832	209.962	5615.78	5241.4	62896.8	0.0431246	48000
227135	698673	1352.16	949.879	61.8289	61828.9	146.752	7334.37	6845.41	82144.9	0.0329082	48000
220354	160703	6205.53	521.032	87.415	87415	186.368	5878.22	5486.34	65836	0.0412365	48000
208773	81044.2	9406.03	398.049	108.703	108703	217.781	5537.13	5167.98	62015.8	0.0437173	48000
216365	651589	1459.66	906.499	62.1703	62170.3	146.803	7243.85	6760.92	81131.1	0.0333349	48000
224472	687519	1376.31	939.578	61.9031	61903.1	146.754	7313.34	6825.79	81909.4	0.0330064	48000
198444	555870	1737.6	820.033	63.1778	63177.8	147.414	7042.61	6573.1	78877.2	0.034322	48000
182586	5322.82	19176.4	55.6865	245.664	245664	276.823	4518.7	4217.46	50609.5	0.05262	48000
202604	581020	1654.82	842.409	62.8606	62860.6	147.166	7098.07	6624.87	79498.4	0.0340445	48000
218404	175060	5816.32	535.506	85.059	85059	182.44	5929.47	5534.17	66410.1	0.0408834	48000
207703	78568.9	9555.72	392.47	109.812	109812	219.179	5523.18	5154.96	61859.6	0.0438237	48000
193277	520017	1871.45	788.757	63.7176	63717.6	147.917	6959.86	6495.87	77950.4	0.0347438	48000
220964	672361	1410.39	925.6	62.0102	62010.2	146.766	7284.36	6798.74	81584.9	0.0331426	48000
201255	573133	1679.9	835.359	62.9553	62955.3	147.236	7080.9	6608.84	79306	0.03413	48000
197074	56898.8	11125.6	335.289	122.323	122323	233.282	5380.9	5022.18	60266.1	0.0449326	48000
205697	74140.3	9836.65	382.073	111.927	111927	221.78	5497.23	5130.75	61569	0.0440228	48000
196384	55567.7	11240.6	331.156	123.313	123313	234.27	5370.65	5012.61	60151.3	0.0450142	48000
185034	427306	2340.4	712.796	65.8154	65815.4	150.471	6723.48	6275.24	75302.9	0.0360028	48000
220005	120491	7530.24	470.043	95.7553	95755.3	199.645	5723.79	5342.21	64106.5	0.0423311	48000
189136	40259.7	12758.2	275.718	137.607	137607	246.623	5234.62	4885.64	58627.7	0.0461178	48000
201415	65337.5	10451.8	359.6	116.737	116737	227.363	5441.3	5078.55	60942.6	0.0444566	48000
217502	656829	1446.94	911.311	62.1284	62128.4	146.791	7254.16	6770.55	81246.6	0.0332858	48000
198209	59085.3	10942.2	341.89	120.766	120766	231.692	5397.29	5037.47	60449.7	0.0448027	48000
206768	604047	1585.73	863.144	62.6065	62606.5	147.001	7147.15	6670.67	80048.1	0.0338025	48000
191278	45310.1	12215.9	295.864	132.214	132214	242.364	5283.55	4931.31	59175.7	0.0457162	48000
203323	585127	1642.06	846.091	62.8129	62812.9	147.133	7106.94	6633.15	79597.8	0.0340005	48000
190423	43402.2	12415.9	288.503	134.162	134162	243.955	5265.57	4914.53	58974.4	0.0458631	48000
226292	695174	1359.66	946.647	61.8518	61851.8	146.752	7327.8	6839.28	82071.4	0.0329388	48000
179410	5014.38	19559.3	53.4442	255.378	255378	277.118	4464.48	4166.84	50002.1	0.0531621	48000
194988	52859.6	11482.3	322.46	125.433	125433	236.324	5349.09	4992.49	59909.9	0.0451864	48000
232047	718522	1310.95	968.23	61.706	61706	146.763	7371.21	6879.8	82557.5	0.0327375	48000
206581	76062.1	9712.59	386.653	110.987	110987	220.635	5508.65	5141.41	61696.9	0.043935	48000
183871	5459.76	19021.2	56.6801	241.806	241806	276.654	4540.38	4237.69	50852.3	0.0524053	48000
217640	179527	5702.18	539.696	84.3753	84375.3	181.288	5945.16	5548.82	66585.8	0.0407762	48000
203559	241354	4391.16	587.242	76.7372	76737.2	168.213	6154.93	5744.61	68935.3	0.0393875	48000
196517	55824.6	11218.2	331.961	123.119	123119	234.078	5372.65	5014.47	60173.6	0.0449983	48000
205895	74566	9808.87	383.097	111.716	111716	221.524	5499.79	5133.13	61597.6	0.0440031	48000
192777	48459.8	11898.8	307.419	129.215	129215	239.791	5311.93	4957.8	59493.7	0.0454856	48000
209341	217474	4844.16	570.667	79.3323	79332.3	172.68	6075.2	5670.19	68042.3	0.0399059	48000
202285	579174	1660.63	840.756	62.8824	62882.4	147.182	7094.07	6621.13	79453.6	0.0340644	48000
205644	74025.7	9844.15	381.797	111.984	111984	221.849	5496.54	5130.11	61561.3	0.0440281	48000
203201	584436	1644.19	845.472	62.8208	62820.8	147.138	7105.45	6631.76	79581.1	0.0340079	48000
192093	47045.6	12039.1	302.318	130.529	130529	240.937	5299.38	4946.09	59353.1	0.0455874	48000
201653	65809.6	10416.7	360.873	116.455	116455	227.049	5444.47	5081.51	60978.1	0.0444319	48000
195112	15638.9	15694.4	133.857	174.729	174729	265.836	4948.91	4618.98	55427.8	0.0485697	48000
186088	447451	2219.49	728.563	65.2488	65248.8	149.714	6777.73	6325.88	75910.6	0.0357066	48000
193731	50382.2	11713.1	314.139	127.508	127508	238.257	5328.51	4973.28	59679.3	0.0453517	48000
214631	194665	5337.23	552.944	82.2097	82209.7	177.613	5997.66	5597.81	67173.7	0.0404211	48000
186984	337473	3072.02	648.587	69.4955	69495.5	156.025	6462.42	6031.59	72379.1	0.0374913	48000
212999	635637	1499.75	891.886	62.305	62305	146.851	7212.05	6731.24	80774.9	0.0334873	48000
180522	5117.97	19425.3	54.1982	251.948	251948	277.034	4483.57	4184.67	50216	0.0529704	48000
188623	479103	2052.72	754.221	64.4947	64494.7	148.774	6859.69	6402.38	76828.5	0.0352674	48000
206447	602333	1590.67	861.594	62.6243	62624.3	147.011	7143.55	6667.31	80007.7	0.0338201	48000
205163	72999.1	9911.95	379.302	112.502	112502	222.472	5490.33	5124.31	61491.7	0.044076	48000
211031	86599.2	9087.46	410.016	106.387	106387	214.778	5567.17	5196.02	62352.3	0.0434894	48000
203380	585451	1641.06	846.382	62.8092	62809.2	147.13	7107.64	6633.8	79605.6	0.0339971	48000
197042	546749	1769.75	812.001	63.3045	63304.5	147.523	7021.98	6553.85	78646.2	0.0344263	48000
207502	607930	1574.64	866.661	62.5667	62566.7	146.978	7155.27	6678.25	80139.1	0.0337627	48000
195304	53474.7	11426.4	324.47	124.938	124938	235.852	5354.07	4997.14	59965.6	0.0451465	48000
207911	610073	1568.59	868.604	62.5451	62545.1	146.966	7159.74	6682.42	80189.1	0.0337409	48000
187597	467737	2109.63	744.89	64.7481	64748.1	149.08	6830.72	6375.33	76504	0.0354215	48000
198422	555727	1738.09	819.907	63.1797	63179.7	147.415	7042.29	6572.8	78873.6	0.0343236	48000
195231	53333.4	11439.2	324.011	125.051	125051	235.96	5352.94	4996.07	59952.9	0.0451556	48000
164806	3945.37	21349.5	45.5163	302.566	302566	276.576	4202.65	3922.47	47069.6	0.0558807	48000
185938	445045	2233.28	726.655	65.3126	65312.6	149.797	6771.33	6319.91	75838.9	0.0357413	48000
212444	632935	1506.74	889.417	62.3289	62328.9	146.861	7206.6	6726.16	80713.9	0.0335136	48000
205995	599904	1597.73	859.398	62.6499	62649.9	147.027	7138.43	6662.54	79950.5	0.0338452	48000
210811	86036.3	9118.71	408.836	106.611	106611	215.074	5564.2	5193.25	62319	0.0435119	48000
221639	675324	1403.61	928.33	61.9886	61988.6	146.763	7290.07	6804.06	81648.8	0.0331157	48000
202481	67467.1	10295.4	365.279	115.49	115490	225.959	5455.43	5091.73	61100.8	0.0443464	48000
213021	91993	8798.85	420.966	104.333	104333	212.027	5594.85	5221.86	62662.3	0.0432811	48000
196640	14349.6	15846.7	124.069	177.132	177132	266.618	4932.56	4603.73	55244.7	0.0487156	48000
199673	61920.5	10713.8	350.123	118.866	118866	229.69	5417.75	5056.56	60678.8	0.0446413	48000
196949	56656.4	11146.4	334.543	122.501	122501	233.461	5379.05	5020.45	60245.4	0.0449473	48000
178668	4947.64	19648.7	52.9576	257.683	257683	277.164	4451.67	4154.89	49858.7	0.0532912	48000
211809	88642.1	8975.89	414.237	105.588	105588	213.718	5577.81	5205.96	62471.5	0.0434091	48000
