"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).n_5"
188429	321650	3240.18	637.915	73.7651	73765.1	169.341	6898.01	6438.15	77257.7	0.0387093	3
221174	673530	1407.22	926.58	63.0415	63041.5	150.577	7476.33	6977.91	83734.9	0.0342059	3
205746	598939	1599.84	858.399	63.9984	63998.4	151.92	7374.21	6882.6	82591.1	0.0349429	3
202396	69284.8	10140.5	368.998	130.538	130538	253.385	6171.59	5760.15	69121.8	0.045588	3
231971	718412	1310.78	968.047	62.595	62595	150.027	7535.3	7032.95	84395.4	0.0337911	3
207413	80031.3	9445.56	394.841	122.804	122804	245.649	6230.92	5815.53	69786.3	0.0449723	3
182682	5397.72	19043	56.0973	400.501	400501	289.996	4755.72	4438.67	53264.1	0.0629536	3
203519	586648	1636.63	847.322	64.1895	64189.5	152.208	7356.71	6866.26	82395.1	0.0350717	3
223319	682831	1386.23	935.159	62.9423	62942.3	150.45	7488.67	6989.43	83873.1	0.0341184	3
223533	683747	1384.19	936.004	62.9327	62932.7	150.437	7489.88	6990.56	83886.7	0.0341099	3
203934	72440	9925.3	376.945	128.054	128054	251.022	6190.11	5777.43	69329.2	0.0453948	3
192011	296197	3549.34	621.718	75.76	75760	173.115	6843.6	6387.36	76648.3	0.0391758	3
203505	586571	1636.86	847.253	64.1907	64190.7	152.21	7356.6	6866.16	82393.9	0.0350725	3
193576	287022	3672.11	615.953	76.5609	76560.9	174.63	6823.5	6368.6	76423.3	0.03935	3
204831	74330	9801.03	381.555	126.658	126658	249.643	6200.73	5787.35	69448.2	0.0452844	3
221232	673781	1406.65	926.812	63.0388	63038.8	150.573	7476.67	6978.22	83738.7	0.0342035	3
207618	222875	4731.01	574.052	83.6709	83670.9	187.926	6675.76	6230.71	74768.5	0.0406634	3
212963	94337	8662.16	424.664	114.949	114949	236.596	6296.98	5877.18	70526.2	0.0442982	3
187627	39338.8	12815.3	270.73	171.549	171549	279.394	5913.86	5519.6	66235.2	0.0483749	3
198008	553601	1744.59	817.878	64.7629	64762.9	153.101	7308.45	6821.22	81854.7	0.0354303	3
201039	66573.6	10333.7	361.901	132.841	132841	255.479	6154.82	5744.5	68934	0.0457638	3
203057	584032	1644.68	844.973	64.2316	64231.6	152.272	7352.95	6862.76	82353.1	0.0350994	3
200836	66171.3	10363.1	360.826	133.198	133198	255.795	6152.26	5742.1	68905.3	0.0457907	3
176442	4795.33	19821.9	51.7474	423.174	423174	287.584	4592.11	4285.97	51431.6	0.0652198	3
181995	5323.42	19129.1	55.5626	403.247	403247	289.734	4737.23	4421.41	53056.9	0.0632082	3
202772	70047.6	10087.6	370.949	129.919	129919	252.806	6176.16	5764.42	69173	0.0455402	3
168938	4226.13	20762.8	47.5699	444.698	444698	284.641	4406.61	4112.83	49354	0.0678198	3
211382	628032	1518.99	884.825	63.5874	63587.4	151.321	7414.8	6920.48	83045.8	0.0346471	3
188804	482069	2037.09	756.476	66.3947	66394.7	155.814	7196.77	6716.99	80603.8	0.0362816	3
190689	46448.9	12059.5	299.038	157.504	157504	272.81	5994.25	5594.63	67135.5	0.0474861	3
213618	96320.5	8563.88	428.457	114.018	114018	235.439	6305.28	5884.93	70619.1	0.0442144	3
203237	70999	10022.4	373.355	129.164	129164	252.091	6181.77	5769.66	69235.9	0.0454816	3
215494	102574	8267.96	439.935	111.278	111278	231.928	6330.35	5908.33	70899.9	0.0439623	3
193473	522203	1861.63	790.468	65.4037	65403.7	154.141	7260.77	6776.72	81320.6	0.0357901	3
221550	675176	1403.47	928.098	63.0237	63023.7	150.554	7478.52	6979.95	83759.4	0.0341903	3
211582	90412.7	8863.44	416.931	116.892	116892	238.952	6280.01	5861.34	70336.1	0.0444702	3
210634	87882.8	8998.34	411.774	118.222	118222	240.52	6268.65	5850.74	70208.9	0.0445859	3
185588	352646	2919.02	658.405	71.7286	71728.6	165.508	6961.63	6497.52	77970.3	0.0381735	3
173157	4529.87	20232.2	49.8113	433.278	433278	286.297	4509.54	4208.9	50506.9	0.066374	3
215365	647203	1469.93	902.368	63.3443	63344.3	150.981	7440.99	6944.92	83339.1	0.0344583	3
202372	580111	1656.89	841.457	64.2957	64295.7	152.37	7347.3	6857.48	82289.8	0.0351411	3
221937	676861	1399.64	929.652	63.0056	63005.6	150.53	7480.76	6982.04	83784.5	0.0341745	3
210975	88777.4	8950.16	413.613	117.744	117744	239.961	6272.71	5854.53	70254.3	0.0445445	3
212511	633567	1504.5	889.882	63.5151	63515.1	151.219	7422.41	6927.58	83130.9	0.0345921	3
221695	675807	1402.03	928.679	63.0169	63016.9	150.545	7479.36	6980.74	83768.8	0.0341844	3
204379	591455	1622.04	851.647	64.1134	64113.4	152.093	7363.58	6872.67	82472.1	0.0350211	3
189193	43199.8	12394.7	286.621	163.422	163422	275.822	5959.62	5562.31	66747.7	0.0478668	3
209892	213377	4922.44	567.122	84.997	84997	190.352	6652.69	6209.17	74510.1	0.0408737	3
222070	677438	1398.33	930.184	62.9994	62999.4	150.523	7481.53	6982.76	83793.1	0.034169	3
229024	706616	1335	957.135	62.7048	62704.8	150.156	7519.93	7018.61	84223.3	0.0338984	3
186019	346530	2978.03	654.279	72.0998	72099.8	166.204	6949.31	6486.02	77832.3	0.0382765	3
198178	11443.4	16195.3	101.206	281.307	281307	295.29	5386.47	5027.37	60328.5	0.0546315	3
216809	653915	1453.45	908.53	63.2639	63263.9	150.872	7450.06	6953.39	83440.7	0.0343932	3
179938	5113.91	19386.1	54.0528	411.084	411084	288.943	4682.58	4370.41	52444.9	0.0639629	3
177036	4846.58	19747.9	52.1194	421.221	421221	287.816	4607.28	4300.13	51601.6	0.0650084	3
170796	4355.33	20528.5	48.5275	439.87	439870	285.37	4451.52	4154.75	49857	0.0671881	3
236445	735747	1276.5	984.089	62.4425	62442.5	149.855	7557.75	7053.9	84646.8	0.0336352	3
200429	568653	1693.67	831.223	64.4902	64490.2	152.671	7330.66	6841.95	82103.4	0.0352646	3
226167	694870	1359.87	946.277	62.8192	62819.2	150.296	7504.55	7004.24	84050.9	0.0340064	3
186910	37229.4	13054.9	261.459	176.577	176577	281.316	5886.45	5494.02	65928.3	0.048682	3
187015	462053	2137.86	740.057	66.9777	66977.7	156.827	7163.42	6685.86	80230.3	0.0365416	3
188721	42103.4	12511.7	282.242	165.6	165600	276.84	5947.17	5550.69	66608.3	0.0480045	3
211279	627520	1520.34	884.358	63.5941	63594.1	151.33	7414.1	6919.82	83037.9	0.0346522	3
190046	493978	1981.58	766.423	66.0777	66077.7	155.272	7216.15	6735.07	80820.8	0.0361318	3
187899	472479	2084.14	748.561	66.6658	66665.8	156.283	7180.92	6702.19	80426.3	0.0364048	3
197168	548137	1763.86	813.064	64.8672	64867.2	153.267	7300.29	6813.61	81763.3	0.0354915	3
185718	31675.2	13714.4	234.723	192.169	192169	286.11	5804.98	5417.98	65015.8	0.0496068	3
199915	565531	1703.98	828.445	64.5451	64545.1	152.757	7326.09	6837.68	82052.2	0.0352986	3
200893	66284.7	10354.8	361.13	133.097	133097	255.705	6152.98	5742.78	68913.4	0.0457831	3
175567	4721.75	19931.1	51.2124	425.978	425978	287.241	4569.89	4265.23	51182.8	0.0655298	3
175745	4736.59	19908.8	51.3204	425.413	425413	287.311	4574.41	4269.45	51233.4	0.0654667	3
191335	505248	1931.83	775.949	65.7962	65796.2	154.795	7234.18	6751.9	81022.8	0.0359932	3
175740	4736.13	19909.5	51.317	425.43	425430	287.309	4574.27	4269.32	51231.9	0.0654686	3
206127	77139.7	9622.34	388.215	124.696	124696	247.645	6215.94	5801.54	69618.5	0.0451269	3
198384	556000	1736.26	819.997	64.7181	64718.1	153.03	7312.02	6824.55	81894.6	0.0354036	3
207353	223974	4709.53	574.834	83.5228	83522.8	187.654	6678.4	6233.17	74798.1	0.0406394	3
196040	540575	1791.26	806.431	65.0163	65016.3	153.507	7288.9	6802.98	81635.7	0.0355772	3
203416	586070	1638.4	846.803	64.1987	64198.7	152.222	7355.88	6865.49	82385.8	0.0350778	3
185647	30722.9	13830.7	229.761	195.22	195220	286.872	5789.57	5403.6	64843.2	0.0497837	3
203031	583884	1645.13	844.84	64.234	64234	152.276	7352.74	6862.56	82350.7	0.035101	3
190079	45157.1	12190.7	294.198	159.766	159766	274.005	5980.87	5582.14	66985.7	0.0476328	3
219884	667829	1420.38	921.328	63.1043	63104.3	150.659	7468.73	6970.82	83649.8	0.0342599	3
197450	59620.5	10867.9	342.423	139.62	139620	261.124	6107.51	5700.34	68404.1	0.0462639	3
213198	636899	1495.91	892.929	63.4724	63472.4	151.159	7426.97	6931.83	83182	0.0345592	3
174757	4655.54	20032.2	50.73	428.5	428500	286.924	4549.47	4246.17	50954	0.0658151	3
180872	5206.73	19269.6	54.7222	407.596	407596	289.303	4707.25	4393.43	52721.2	0.0636217	3
187839	39907.5	12751.8	273.155	170.269	170269	278.871	5920.94	5526.22	66314.6	0.0482959	3
187501	22608.6	14825.6	182.201	225.713	225713	292.172	5642.04	5265.91	63190.9	0.0515095	3
175575	4722.41	19930.1	51.2173	425.953	425953	287.245	4570.1	4265.42	51185.1	0.0655269	3
206215	77333.2	9610.29	388.665	124.565	124565	247.509	6216.96	5802.5	69630	0.0451163	3
203524	586677	1636.54	847.349	64.189	64189	152.207	7356.75	6866.3	82395.6	0.0350714	3
222569	679601	1393.46	932.179	62.9763	62976.3	150.493	7484.4	6985.44	83825.2	0.0341487	3
167688	4142.86	20921	46.9489	447.778	447778	284.152	4376.75	4084.97	49019.6	0.0682401	3
196423	57664.3	11029.1	336.569	141.798	141798	262.783	6092.89	5686.7	68240.4	0.0464196	3
187111	463248	2131.56	741.027	66.941	66941	156.763	7165.44	6687.75	80253	0.0365258	3
197141	547958	1764.49	812.907	64.8706	64870.6	153.273	7300.02	6813.36	81760.3	0.0354935	3
176848	4830.23	19771.3	52.0007	421.844	421844	287.742	4602.47	4295.64	51547.7	0.0650754	3
193343	16017.3	15585.4	136.097	254.777	254777	294.53	5507.84	5140.65	61687.8	0.0531285	3
209711	619669	1541.4	877.202	63.7	63700	151.482	7403.25	6909.7	82916.3	0.0347309	3
190518	46089.5	12095.7	297.704	158.122	158122	273.142	5990.57	5591.2	67094.4	0.0475263	3
205383	75515.7	9724.76	384.393	125.814	125814	248.793	6207.23	5793.42	69521	0.045217	3
202975	583566	1646.12	844.555	64.2391	64239.1	152.284	7352.28	6862.13	82345.6	0.0351043	3
218139	659995	1438.82	914.119	63.193	63193	150.776	7458.24	6961.03	83532.3	0.0343347	3
220985	672699	1409.13	925.814	63.0506	63050.6	150.589	7475.23	6976.88	83722.5	0.0342137	3
204836	74341.6	9800.27	381.583	126.65	126650	249.635	6200.8	5787.41	69448.9	0.0452837	3
196218	541792	1786.79	807.496	64.9919	64991.9	153.468	7290.74	6804.69	81656.3	0.0355633	3
212450	202360	5157.59	558.642	86.6451	86645.1	193.333	6625.47	6183.77	74205.2	0.0411237	3
210666	210096	4990.95	564.65	85.475	85475	191.22	6644.64	6201.66	74419.9	0.0409475	3
204693	74038.5	9819.98	380.851	126.869	126869	249.854	6199.11	5785.84	69430.1	0.0453012	3
197305	59343.9	10890.3	341.606	139.92	139920	261.357	6105.48	5698.45	68381.4	0.0462854	3
195764	56407.8	11135.3	332.713	143.27	143270	263.864	6083.16	5677.61	68131.3	0.0465237	3
194001	284658	3704.78	614.47	76.7748	76774.8	175.035	6818.29	6363.74	76364.8	0.0393954	3
202316	69123.8	10151.8	368.584	130.67	130670	253.507	6170.62	5759.24	69110.9	0.0455982	3
195543	276481	3821.2	609.335	77.5399	77539.9	176.481	6800.11	6346.77	76161.2	0.0395542	3
205644	598385	1601.47	857.897	64.0068	64006.8	151.933	7373.42	6881.86	82582.3	0.0349487	3
217169	655569	1449.45	910.05	63.2444	63244.4	150.845	7452.29	6955.47	83465.7	0.0343772	3
194609	54202.6	11327.2	325.753	146.006	146006	265.791	6065.36	5661	67932	0.0467146	3
222744	680358	1391.76	932.877	62.9683	62968.3	150.483	7485.4	6986.37	83836.5	0.0341416	3
200844	571139	1685.55	833.438	64.447	64447	152.604	7334.29	6845.34	82144	0.0352376	3
226140	694755	1360.12	946.17	62.8204	62820.4	150.297	7504.39	7004.1	84049.2	0.0340075	3
192422	514094	1894.54	783.497	65.587	65587	154.445	7248.13	6764.92	81179	0.0358864	3
204286	73177.3	9876.42	378.756	127.502	127502	250.481	6194.29	5781.34	69376.1	0.0453513	3
194675	281016	3755.98	612.184	77.1107	77110.7	175.67	6810.22	6356.2	76274.4	0.0394658	3
214166	98050.9	8479.93	431.704	113.231	113231	234.447	6312.38	5891.55	70698.6	0.0441429	3
195822	539088	1796.75	805.13	65.0463	65046.3	153.556	7286.65	6800.87	81610.5	0.0355942	3
186189	34556.3	13367.6	249.039	183.628	183628	283.685	5849	5459.07	65508.8	0.0491049	3
201130	66752	10320.8	362.376	132.685	132685	255.339	6155.95	5745.55	68946.6	0.0457519	3
184118	5561.17	18862.5	57.273	394.54	394540	290.54	4794.84	4475.19	53702.2	0.0624168	3
199718	63984.1	10525.9	354.873	135.208	135208	257.535	6137.97	5728.77	68745.3	0.0459411	3
215672	103225	8238.28	441.09	111.009	111009	231.573	6332.87	5910.68	70928.2	0.043937	3
209146	616795	1549.25	874.587	63.7397	63739.7	151.539	7399.25	6905.97	82871.6	0.03476	3
178013	4933.36	19626	52.7481	417.92	417920	288.197	4632.43	4323.6	51883.2	0.0646585	3
187228	464678	2124.07	742.188	66.8974	66897.4	156.687	7167.85	6690	80280	0.0365069	3
211368	627960	1519.18	884.76	63.5883	63588.3	151.322	7414.7	6920.39	83044.7	0.0346478	3
192819	50739.3	11642.8	314.282	150.744	150744	268.884	6035.38	5633.02	67596.2	0.0470381	3
183652	5506.78	18921.3	56.8819	396.511	396511	290.364	4782.06	4463.26	53559.1	0.0625919	3
192156	511976	1903.33	781.684	65.6361	65636.1	154.527	7244.8	6761.82	81141.8	0.0359118	3
201002	250789	4223.58	592.971	80.2178	80217.8	181.518	6741.67	6292.22	75506.7	0.0400704	3
202810	242976	4357.78	587.844	81.1225	81122.5	183.208	6723.48	6275.25	75303	0.0402329	3
205600	598148	1602.16	857.683	64.0104	64010.4	151.938	7373.09	6881.55	82578.6	0.0349512	3
188932	42599.5	12458.5	284.236	164.603	164603	276.38	5952.85	5556	66671.9	0.0479416	3
199676	256689	4126.02	596.784	79.5637	79563.7	180.292	6755.27	6304.92	75659	0.0399495	3
228050	702647	1343.31	953.465	62.7429	62742.9	150.202	7514.74	7013.76	84165.1	0.0339348	3
209607	619144	1542.83	876.724	63.7072	63707.2	151.492	7402.52	6909.02	82908.2	0.0347362	3
192364	513635	1896.44	783.104	65.5976	65597.6	154.463	7247.41	6764.25	81171	0.0358919	3
198920	62441	10644.1	350.561	136.703	136703	258.786	6127.51	5719.01	68628.2	0.0460516	3
188439	41425.8	12585	279.484	166.996	166996	277.468	5939.26	5543.31	66519.7	0.0480921	3
212037	631255	1510.52	887.768	63.545	63545	151.261	7419.23	6924.62	83095.4	0.034615	3
206265	228485	4622.63	578.007	82.9259	82925.9	186.554	6689.22	6243.27	74919.2	0.0405414	3
215748	648992	1465.5	904.01	63.3226	63322.6	150.952	7443.41	6947.18	83366.2	0.0344409	3
200918	251159	4217.37	593.212	80.176	80176	181.44	6742.52	6293.02	75516.2	0.0400628	3
209784	620037	1540.4	877.537	63.695	63695	151.475	7403.76	6910.17	82922.1	0.0347272	3
210280	211736	4956.55	565.891	85.2347	85234.7	190.784	6648.67	6205.42	74465.1	0.0409105	3
179214	5044.38	19476.4	53.5509	413.709	413709	288.663	4663.61	4352.7	52232.4	0.0642257	3
234525	728389	1290.87	977.279	62.506	62506	149.926	7548.24	7045.02	84540.3	0.0337011	3
199471	562808	1713.08	826.027	64.5937	64593.7	152.833	7322.08	6833.94	82007.3	0.0353285	3
229631	709070	1329.9	959.404	62.6815	62681.5	150.129	7523.14	7021.59	84259.1	0.033876	3
220842	672071	1410.57	925.236	63.0575	63057.5	150.598	7474.39	6976.1	83713.2	0.0342197	3
206865	604926	1582.52	863.813	63.9093	63909.3	151.788	7382.65	6890.48	82685.7	0.0348811	3
196554	544055	1778.54	809.479	64.9469	64946.9	153.395	7294.16	6807.88	81694.6	0.0355376	3
214819	644631	1476.33	900.01	63.3757	63375.7	151.025	7437.5	6941.66	83300	0.0344834	3
188855	42420.7	12477.7	283.519	164.96	164960	276.546	5950.81	5554.09	66649.1	0.0479641	3
194957	54867.6	11268.6	327.878	145.159	145159	265.206	6070.82	5666.1	67993.2	0.0466559	3
185709	31585.6	13725.3	234.262	192.451	192451	286.182	5803.55	5416.65	64999.8	0.0496232	3
208758	614806	1554.73	872.778	63.7675	63767.5	151.58	7396.48	6903.39	82840.6	0.0347801	3
202403	580289	1656.34	841.616	64.2928	64292.8	152.366	7347.56	6857.72	82292.7	0.0351392	3
176833	4829	19773.1	51.9918	421.891	421891	287.737	4602.1	4295.3	51543.6	0.0650805	3
219115	664398	1428.4	918.169	63.1428	63142.8	150.71	7464.15	6966.54	83598.4	0.0342926	3
212047	631303	1510.4	887.812	63.5444	63544.4	151.26	7419.3	6924.68	83096.2	0.0346146	3
209609	85271.2	9142.11	406.304	119.665	119665	242.181	6256.54	5839.43	70073.2	0.0447095	3
175676	4730.81	19917.4	51.2784	425.633	425633	287.284	4572.66	4267.81	51213.7	0.0654912	3
185397	437817	2274.12	720.729	67.7795	67779.5	158.247	7121.65	6646.88	79762.5	0.0368711	3
200577	252666	4192.2	594.189	80.007	80007	181.123	6746	6296.27	75555.3	0.0400318	3
218659	662343	1433.25	916.278	63.1661	63166.1	150.741	7461.39	6963.97	83567.6	0.0343122	3
171957	4439.62	20382.6	49.1487	436.695	436695	285.826	4479.92	4181.26	50175.1	0.0667894	3
202262	579476	1658.89	840.888	64.3062	64306.2	152.386	7346.39	6856.63	82279.5	0.0351479	3
204975	74637.3	9781.14	382.295	126.437	126437	249.422	6202.43	5788.93	69467.2	0.0452668	3
195103	278757	3788.26	610.765	77.323	77323	176.071	6805.19	6351.51	76218.1	0.0395097	3
188191	323688	3217.3	639.233	73.6187	73618.7	169.065	6902.29	6442.13	77305.6	0.038673	3
193940	525690	1847.84	793.481	65.3272	65327.2	154.015	7266.16	6781.75	81381	0.0357492	3
234750	729258	1289.16	978.083	62.4984	62498.4	149.917	7549.36	7046.07	84552.9	0.0336933	3
218226	660387	1437.89	914.479	63.1885	63188.5	150.77	7458.77	6961.52	83538.2	0.0343309	3
206399	602449	1589.64	861.571	63.9459	63945.9	151.842	7379.17	6887.22	82646.7	0.0349066	3
186615	36239.3	13169.6	256.95	179.096	179096	282.203	5872.95	5481.42	65777	0.048834	3
179872	5107.47	19394.4	54.0063	411.326	411326	288.917	4680.84	4368.78	52425.4	0.0639869	3
203799	72160.7	9943.96	376.254	128.266	128266	251.228	6188.51	5775.94	69311.3	0.0454114	3
202934	70378.5	10064.8	371.789	129.654	129654	252.556	6178.12	5766.25	69195	0.0455197	3
197298	59330.4	10891.4	341.566	139.935	139935	261.368	6105.38	5698.35	68380.3	0.0462865	3
198595	61815.2	10692.9	348.785	137.329	137329	259.3	6123.18	5714.97	68579.6	0.0460975	3
191754	48627.1	11844.3	306.93	153.936	153936	270.806	6015.73	5614.68	67376.2	0.0472516	3
218488	661574	1435.07	915.571	63.1749	63174.9	150.752	7460.36	6963.01	83556.1	0.0343196	3
170731	4350.72	20536.6	48.4934	440.043	440043	285.345	4449.95	4153.29	49839.4	0.0672102	3
187534	39083.4	12843.9	269.631	172.135	172135	279.629	5910.64	5516.59	66199.1	0.0484109	3
173552	4560.28	20182.8	50.0341	432.123	432123	286.452	4519.34	4218.05	50616.6	0.0662366	3
199976	565904	1702.74	828.776	64.5385	64538.5	152.747	7326.63	6838.19	82058.3	0.0352946	3
179093	5032.92	19491.5	53.4681	414.143	414143	288.616	4660.44	4349.75	52196.9	0.0642696	3
191959	49037.5	11804.6	308.381	153.296	153296	270.431	6019.63	5618.33	67419.9	0.0472091	3
211622	90521.9	8857.71	417.15	116.836	116836	238.886	6280.49	5861.8	70341.5	0.0444653	3
201720	576320	1668.88	838.064	64.3588	64358.8	152.467	7341.82	6852.37	82228.4	0.0351817	3
194113	53250.7	11412.2	322.668	147.251	147251	266.633	6057.38	5653.55	67842.6	0.0468005	3
168208	4177.17	20855.1	47.2052	446.512	446512	284.355	4389.14	4096.53	49158.4	0.0680656	3
166751	4082.14	21040.1	46.4941	450.006	450006	283.785	4354.53	4064.23	48770.8	0.0685532	3
211607	629140	1516.07	885.837	63.5727	63572.7	151.3	7416.33	6921.91	83062.9	0.0346361	3
206183	77262	9614.71	388.5	124.613	124613	247.559	6216.59	5802.15	69625.8	0.0451202	3
197404	549686	1758.35	814.427	64.8373	64837.3	153.22	7302.61	6815.77	81789.2	0.0354741	3
200787	570803	1686.64	833.139	64.4528	64452.8	152.613	7333.8	6844.88	82138.6	0.0352413	3
204478	592007	1620.38	852.144	64.1048	64104.8	152.08	7364.36	6873.41	82480.9	0.0350153	3
187517	39035.9	12849.3	269.426	172.244	172244	279.672	5910.04	5516.03	66192.4	0.0484176	3
193834	524907	1850.92	792.803	65.3443	65344.3	154.043	7264.95	6780.62	81367.5	0.0357583	3
218381	661091	1436.22	915.126	63.1804	63180.4	150.76	7459.71	6962.4	83548.8	0.0343242	3
213664	96462.6	8556.92	428.726	113.953	113953	235.357	6305.87	5885.48	70625.7	0.0442085	3
191488	506526	1926.35	777.036	65.7653	65765.3	154.743	7236.2	6753.79	81045.5	0.0359776	3
208835	615204	1553.63	873.14	63.7619	63761.9	151.572	7397.04	6903.9	82846.8	0.0347761	3
204559	592451	1619.05	852.544	64.0979	64097.9	152.069	7365	6874	82488	0.0350106	3
212550	633759	1504.01	890.056	63.5126	63512.6	151.215	7422.67	6927.82	83133.9	0.0345902	3
185175	5689.38	18728.8	58.195	389.949	389949	290.936	4824.06	4502.46	54029.5	0.0620172	3
208349	219836	4791.17	571.869	84.0861	84086.1	188.688	6668.41	6223.85	74686.2	0.0407302	3
234693	729038	1289.6	977.88	62.5003	62500.3	149.919	7549.08	7045.81	84549.7	0.0336953	3
184523	416455	2409.17	704.247	68.5873	68587.3	159.701	7083.51	6611.27	79335.3	0.0371758	3
185556	440701	2257.01	722.995	67.678	67678	158.066	7126.71	6651.59	79819.1	0.036831	3
225743	693100	1363.7	944.641	62.837	62837	150.317	7502.22	7002.07	84024.8	0.0340228	3
185959	347333	2970.16	654.819	72.0502	72050.2	166.111	6950.94	6487.54	77850.5	0.0382629	3
196966	58697.4	10943.3	339.683	140.631	140631	261.903	6100.69	5693.98	68327.7	0.0463364	3
207907	610405	1566.99	868.781	63.8299	63829.9	151.671	7390.34	6897.65	82771.8	0.0348249	3
201668	576013	1669.86	837.79	64.364	64364	152.475	7341.38	6851.95	82223.4	0.035185	3
184689	370222	2760.26	670.517	70.737	70737	163.656	6996.42	6529.99	78359.9	0.0378849	3
190378	496973	1968.11	768.944	66.0012	66001.2	155.142	7220.97	6739.57	80874.8	0.0360946	3
208364	82246.9	9314.7	399.77	121.434	121434	244.159	6241.98	5825.85	69910.2	0.0448586	3
204121	72832.7	9899.2	377.912	127.759	127759	250.733	6192.34	5779.52	69354.2	0.0453715	3
204912	74502.7	9789.84	381.971	126.534	126534	249.519	6201.69	5788.24	69458.9	0.0452745	3
201026	66547.3	10335.7	361.831	132.865	132865	255.499	6154.65	5744.34	68932.1	0.0457655	3
191093	503197	1940.69	774.208	65.8461	65846.1	154.879	7230.92	6748.86	80986.3	0.0360181	3
223571	683909	1383.83	936.154	62.931	62931	150.435	7490.1	6990.76	83889.1	0.0341083	3
188290	322835	3226.84	638.681	73.6798	73679.8	169.18	6900.5	6440.47	77285.6	0.0386882	3
198897	559240	1725.15	822.864	64.6583	64658.3	152.935	7316.82	6829.03	81948.4	0.0353677	3
202744	69990.5	10091.5	370.803	129.965	129965	252.849	6175.82	5764.1	69169.2	0.0455438	3
196899	58571	10953.7	339.304	140.772	140772	262.01	6099.75	5693.1	68317.1	0.0463465	3
197700	551611	1751.56	816.122	64.8006	64800.6	153.161	7305.49	6818.45	81821.5	0.0354525	3
186821	23966.2	14661.7	190.861	220.109	220109	291.462	5668.45	5290.55	63486.6	0.0511964	3
211404	628139	1518.71	884.923	63.5859	63585.9	151.319	7414.95	6920.62	83047.4	0.034646	3
195732	56347.8	11140.5	332.527	143.342	143342	263.916	6082.68	5677.17	68126.1	0.0465287	3
194564	530234	1830.18	797.418	65.2297	65229.7	153.855	7273.15	6788.27	81459.3	0.0356962	3
209836	620304	1539.67	877.78	63.6913	63691.3	151.47	7404.13	6910.52	82926.2	0.0347245	3
196001	540310	1792.23	806.2	65.0216	65021.6	153.516	7288.5	6802.6	81631.2	0.0355802	3
174049	4599.16	20120.6	50.3184	430.646	430646	286.647	4531.74	4229.63	50755.5	0.066063	3
219741	667195	1421.85	920.744	63.1114	63111.4	150.668	7467.89	6970.03	83640.3	0.0342659	3
184415	5596.46	18825	57.5268	393.268	393268	290.651	4803.01	4482.81	53793.7	0.0623049	3
195520	55943.5	11175.2	331.269	143.829	143829	264.267	6079.49	5674.19	68090.2	0.046563	3
202397	69286.6	10140.4	369.002	130.536	130536	253.383	6171.6	5760.16	69121.9	0.0455879	3
216206	184448	5573.04	543.575	89.6117	89611.7	198.597	6579.95	6141.29	73695.5	0.0415461	3
200169	567083	1698.84	829.825	64.5177	64517.7	152.714	7328.36	6839.8	82077.6	0.0352817	3
180993	5219.04	19254.4	54.8108	407.135	407135	289.35	4710.47	4396.43	52757.2	0.0635773	3
209817	85791.2	9113.1	407.405	119.371	119371	241.847	6258.98	5841.71	70100.6	0.0446845	3
174851	4663.2	20020.4	50.7859	428.209	428209	286.961	4551.85	4248.39	50980.7	0.0657818	3
191361	505465	1930.9	776.134	65.7909	65790.9	154.786	7234.52	6752.22	81026.6	0.0359905	3
197466	59652.2	10865.3	342.516	139.586	139586	261.097	6107.74	5700.56	68406.7	0.0462614	3
216046	650380	1462.08	905.284	63.306	63306	150.929	7445.29	6948.94	83387.2	0.0344274	3
200350	568174	1695.24	830.797	64.4985	64498.5	152.684	7329.96	6841.3	82095.5	0.0352698	3
203075	584135	1644.36	845.065	64.2299	64229.9	152.269	7353.1	6862.89	82354.7	0.0350983	3
205885	76606	9655.74	386.967	125.059	125059	248.02	6213.1	5798.9	69586.7	0.0451562	3
221572	675271	1403.25	928.186	63.0227	63022.7	150.553	7478.65	6980.07	83760.9	0.0341894	3
198766	62144.3	10667.2	349.721	136.998	136998	259.029	6125.47	5717.1	68605.2	0.0460733	3
223620	684117	1383.37	936.346	62.9289	62928.9	150.433	7490.37	6991.01	83892.2	0.0341064	3
189877	44719.5	12235.8	292.53	160.559	160559	274.411	5976.22	5577.81	66933.7	0.0476838	3
220929	672452	1409.69	925.587	63.0533	63053.3	150.592	7474.9	6976.57	83718.9	0.0342161	3
197670	551414	1752.25	815.949	64.8043	64804.3	153.167	7305.19	6818.18	81818.2	0.0354548	3
167740	4146.26	20914.4	46.9744	447.653	447653	284.172	4377.99	4086.12	49033.4	0.0682228	3
198553	61733.2	10699.3	348.551	137.412	137412	259.367	6122.61	5714.43	68573.2	0.0461036	3
181795	5302.22	19154.1	55.41	404.033	404033	289.658	4731.87	4416.41	52996.9	0.0632821	3
195100	55141.6	11244.6	328.748	144.816	144816	264.966	6073.05	5668.18	68018.2	0.046632	3
224921	689642	1371.21	941.447	62.8719	62871.9	150.361	7497.67	6997.82	83973.9	0.0340549	3
206474	602849	1588.49	861.933	63.9399	63939.9	151.833	7379.73	6887.75	82653	0.0349025	3
