"# (R23 - production T).gT"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"[T]"	"[mS]"	"[S]"	"(R21 - production I).T0_6"
0.122008	96455.4	8475.01	424.424	360.364	360364	363.509	9790.38	9137.69	109652	0.0596787	0.122008	20457.5	209505	0.12
0.103079	617288	1496.55	865.551	445.785	445785	528.223	25951.5	24221.4	290657	0.0679665	0.103079	19935.6	204160	0.12
0.0292094	4749.56	19882.7	51.3988	536.549	536549	289.081	4606.61	4299.5	51594	0.104462	0.0292094	17168.9	175826	0.12
0.00438763	4360.42	20513.7	48.5525	539.192	539192	286.792	4475.86	4177.47	50129.6	0.109868	0.00438763	16679	170809	0.12
0.0993861	78137.1	9475.55	386.806	457.835	457835	355.247	8994.79	8395.14	100742	0.0697208	0.0993861	19820.7	202984	0.12
0.15059	668926	1377.06	914.315	189.474	189474	476.295	23733.6	22151.4	265817	0.0494495	0.15059	21058.4	215658	0.12
0.0381393	5031.06	19486.6	53.4357	534.294	534294	290.573	4692.84	4379.98	52559.8	0.100917	0.0381393	17477.3	178984	0.12
0.154852	154830	6311.49	509.847	167.843	167843	339.597	10625.8	9917.45	119009	0.0481451	0.154852	21131.8	216410	0.12
0.0960403	75484.7	9641.69	380.707	467.58	467580	353.638	8866.27	8275.18	99302.2	0.0713461	0.0960403	19712.9	201879	0.12
0.0726464	56509.2	11045.1	330.354	511.527	511527	340.491	7887.79	7361.94	88343.2	0.0834482	0.0726464	18864.4	193189	0.12
0.0533966	36588.4	13064.4	257.162	527.797	527797	324.429	6785.51	6333.15	75997.8	0.0936377	0.0533966	18080.8	185165	0.12
0.0238528	4617.03	20086	50.4342	537.51	537510	288.332	4563.62	4259.38	51112.6	0.106237	0.0238528	17010.7	174206	0.12
0.0967479	221082	4687.37	565.334	465.607	465607	431.715	15393.5	14367.3	172408	0.0709996	0.0967479	19736	202116	0.12
0.0638602	48703.2	11759.8	305.002	520.438	520438	334.409	7460.89	6963.5	83562	0.0881507	0.0638602	18511.2	189572	0.12
0.103678	618243	1494.02	866.424	443.695	443695	528.248	25960.5	24229.8	290757	0.0676859	0.103678	19953.8	204346	0.12
0.12188	96347.7	8480.25	424.222	361.073	361073	363.483	9786.42	9133.99	109608	0.0597306	0.12188	20454.4	209472	0.12
0.138249	170387	5857.79	524.496	262.099	262099	391.696	12689.3	11843.4	142121	0.0535391	0.138249	20823.6	213254	0.12
0.070582	6886.93	17738.7	66.8032	513.894	513894	297.678	5116.13	4775.05	57300.6	0.0845535	0.070582	18782.6	192352	0.12
0.0661361	50806.6	11558	312.181	518.406	518406	336.08	7577.01	7071.87	84862.5	0.0869349	0.0661361	18603.8	190521	0.12
0.123571	97776.8	8411.25	426.879	351.592	351592	363.785	9837.92	9182.06	110185	0.0590488	0.123571	20495.9	209897	0.12
0.172201	158614	6244.88	517.24	105.112	105112	235.815	7415.7	6921.32	83055.9	0.0433609	0.172201	21395.2	219108	0.12
0.0964307	75794.3	9621.97	381.428	466.497	466497	353.829	8881.39	8289.3	99471.6	0.0711547	0.0964307	19725.7	202010	0.12
0.0779335	7701.21	17277.2	72.7597	504.567	504567	299.692	5240.75	4891.37	58696.4	0.080631	0.0779335	19069.4	195289	0.12
0.0673293	51881.8	11457.5	315.745	517.269	517269	336.926	7636.08	7127.01	85524.1	0.0862962	0.0673293	18652.1	191016	0.12
0.140371	167993	5923.16	522.251	248.921	248921	387.474	12488.9	11656.3	139876	0.0528015	0.140371	20866.5	213693	0.12
0.0165958	4480.12	20308.3	49.4329	538.437	538437	287.525	4517.56	4216.39	50596.6	0.108142	0.0165958	16838	172438	0.12
0.126747	100496	8283.12	431.839	333.131	333131	364.122	9928.76	9266.85	111202	0.0577948	0.126747	20571.7	210674	0.12
0.0678841	268747	3857.89	596.155	516.722	516722	453.073	17398.3	16238.4	194861	0.085999	0.0678841	18674.5	191245	0.12
0.0241507	4623.69	20075.5	50.4828	537.463	537463	288.37	4565.82	4261.43	51137.2	0.106146	0.0241507	17018.9	174289	0.12
0.207454	123803	7447.9	477.712	65.4601	65460.1	114.277	3294.89	3075.23	36902.7	0.0358201	0.207454	21792.7	223178	0.12
0.134093	175150	5731.19	528.879	288.114	288114	398.646	13043.3	12173.8	146085	0.055026	0.134093	20736.5	212362	0.12
0.00834919	4384.02	20472.4	48.7265	539.047	539047	286.939	4484.19	4185.24	50222.9	0.109523	0.00834919	16710.9	171136	0.12
0.101118	79510.6	9391.92	389.89	452.36	452360	356.052	9060.37	8456.35	101476	0.0688929	0.101118	19875.1	203541	0.12
0.107799	84832.6	9082.19	401.404	428.255	428255	358.957	9307.39	8686.9	104243	0.0657871	0.107799	20076.1	205598	0.12
0.105228	209812	4918.06	557.25	438.108	438108	425.816	14887.5	13895	166740	0.0669652	0.105228	20000.4	204824	0.12
0.0839095	11616.9	16140.8	102.382	494.883	494883	305.197	5579.38	5207.42	62489	0.07749	0.0839095	19292.5	197574	0.12
0.0117823	4416.33	20416.4	48.9644	538.846	538846	287.138	4495.5	4195.8	50349.6	0.109055	0.0117823	16754.2	171579	0.12
0.00500176	4363.12	20509	48.5724	539.176	539176	286.809	4476.81	4178.36	50140.3	0.109828	0.00500176	16682.6	170846	0.12
0.0955149	75068.1	9668.35	379.731	469.014	469014	353.379	8845.87	8256.15	99073.7	0.0716043	0.0955149	19695.7	201703	0.12
0.0897578	70492.8	9972.12	368.683	483.157	483157	350.437	8618.32	8043.76	96525.2	0.0744828	0.0897578	19500.9	199708	0.12
0.0646594	49450.7	11687.3	307.585	519.745	519745	335.005	7502.24	7002.09	84025	0.0877242	0.0646594	18543.8	189906	0.12
0.0569303	508319	1858.21	768.908	525.638	525638	516.36	24332.4	22710.3	272523	0.0918115	0.0569303	18226.3	186655	0.12
0.148899	159117	6177.61	513.773	198.658	198658	364.015	11505.7	10738.7	128864	0.0499819	0.148899	21028.2	215349	0.12
0.0997884	78456.1	9455.98	387.526	456.59	456590	355.436	9010.08	8409.41	100913	0.0695277	0.0997884	19833.5	203114	0.12
0.217011	135947	7012.39	494.489	63.0152	63015.2	109.595	3257.74	3040.56	36486.7	0.0341829	0.217011	21876.3	224034	0.12
0.0929187	73007.9	9802.62	374.834	475.739	475739	352.076	8744.19	8161.24	97934.9	0.0728914	0.0929187	19609.1	200816	0.12
0.0330405	4860.93	19720.4	52.2063	535.691	535691	289.687	4641.53	4332.1	51985.2	0.103024	0.0330405	17295.2	177120	0.12
0.0495009	5506.47	18913	56.8549	529.854	529854	292.813	4823.79	4502.2	54026.5	0.0956036	0.0495009	17921.6	183535	0.12
0.123297	97544.6	8422.39	426.45	353.144	353144	363.741	9829.71	9174.4	110093	0.0591585	0.123297	20489.2	209829	0.12
0.107456	84557.9	9097.64	400.826	429.613	429613	358.817	9294.95	8675.28	104103	0.0659431	0.107456	20066.1	205496	0.12
0.0850663	66736.4	10237.5	359.117	492.754	492754	347.898	8426.99	7865.19	94382.3	0.0768894	0.0850663	19334.6	198004	0.12
0.103954	81764.2	9258.05	394.849	442.719	442719	357.327	9166.43	8555.33	102664	0.067557	0.103954	19962.2	204432	0.12
0.020475	4547.21	20197.7	49.9243	537.991	537991	287.925	4540.35	4237.66	50851.9	0.107199	0.020475	16923.9	173317	0.12
0.0496998	5516.09	18902.5	56.9239	529.757	529757	292.854	4826.26	4504.51	54054.1	0.0955047	0.0496998	17929.7	183617	0.12
0.0296889	4762.74	19863.1	51.4944	536.449	536449	289.154	4610.8	4303.41	51640.9	0.10429	0.0296889	17184.1	175982	0.12
0.0950765	74720.5	9690.73	378.913	470.191	470191	353.162	8828.8	8240.22	98882.6	0.0718203	0.0950765	19681.2	201555	0.12
0.121716	96209.8	8486.97	423.964	361.978	361978	363.45	9781.33	9129.24	109551	0.0597973	0.121716	20450.3	209431	0.12
0.163521	154553	6339.84	511.041	131.387	131387	291.582	9104.07	8497.13	101966	0.0456531	0.163521	21270.1	217827	0.12
0.0189507	4519.18	20243.5	49.7192	538.179	538179	287.759	4530.88	4228.82	50745.8	0.107591	0.0189507	16888.3	172952	0.12
0.0350861	4926.14	19628.9	52.678	535.168	535168	290.032	4661.49	4350.72	52208.6	0.102203	0.0350861	17366.5	177850	0.12
0.086169	67622.6	10173.5	361.417	490.64	490640	348.506	8472.48	7907.64	94891.7	0.0763193	0.086169	19374.2	198411	0.12
0.106503	83795.6	9140.83	399.213	433.317	433317	358.421	9260.23	8642.88	103715	0.0663786	0.106503	20038.2	205210	0.12
0.0777822	250204	4154.6	584.592	504.785	504785	445.252	16639.9	15530.5	186366	0.0807113	0.0777822	19063.6	195230	0.12
0.0820989	12402.5	16014.2	108.416	498.043	498043	305.904	5620.94	5246.21	62954.6	0.0784354	0.0820989	19226	196893	0.12
0.0485505	5461.19	18963	56.5298	530.31	530310	292.614	4812.07	4491.27	53895.2	0.0960741	0.0485505	17883.1	183140	0.12
0.0428179	342551	2942.78	642.454	532.714	532714	479.489	20119.9	18778.6	225343	0.0988191	0.0428179	17655.2	180807	0.12
0.0889706	232241	4472.93	572.941	484.881	484881	437.125	15879.7	14821.1	177853	0.0748831	0.0889706	19473.4	199427	0.12
0.152477	122506	7383.29	468.646	179.616	179616	334.472	9686.75	9040.97	108492	0.0488653	0.152477	21091.3	215996	0.12
0.0369768	4990.03	19541.5	53.1396	534.641	534641	290.364	4680.69	4368.64	52423.7	0.101415	0.0369768	17434.6	178547	0.12
0.119712	191982	5314.89	543.405	372.822	372822	414.706	14029.4	13094.1	157129	0.0606189	0.119712	20400	208915	0.12
0.189889	116806	7706.28	466.334	76.1124	76112.4	142.966	4050.02	3780.02	45360.2	0.0392533	0.189889	21614.4	221352	0.12
0.0573033	509599	1852.91	769.999	525.392	525392	516.554	24356.2	22732.4	272789	0.0916167	0.0573033	18241.7	186813	0.12
0.021363	4564.54	20169.7	50.051	537.873	537873	288.027	4546.16	4243.09	50917	0.106959	0.021363	16945.6	173540	0.12
0.13564	173369	5778.02	527.254	278.428	278428	396.239	12916.9	12055.8	144669	0.054466	0.13564	20769.4	212699	0.12
0.0998126	78475.3	9454.81	387.57	456.515	456515	355.447	9011	8410.27	100923	0.069516	0.0998126	19834.2	203122	0.12
0.106347	83671.5	9147.9	398.949	433.911	433911	358.355	9254.55	8637.58	103651	0.0664499	0.106347	20033.6	205163	0.12
0.0148036	4453.85	20352.5	49.2401	538.607	538607	287.367	4508.52	4207.95	50495.4	0.108516	0.0148036	16803.8	172087	0.12
0.107652	84714.6	9088.82	401.156	428.84	428840	358.897	9302.05	8681.91	104183	0.0658541	0.107652	20071.8	205555	0.12
0.12548	99404.7	8334.05	429.863	340.595	340595	364.027	9893.53	9233.96	110808	0.0582912	0.12548	20541.7	210367	0.12
0.021879	4574.94	20152.9	50.127	537.802	537802	288.087	4549.64	4246.34	50956	0.106815	0.021879	16958.6	173673	0.12
0.0362772	4965.98	19574.1	52.9659	534.841	534841	290.24	4673.5	4361.93	52343.2	0.10171	0.0362772	17409.2	178287	0.12
0.126193	648314	1418.95	894.132	336.41	336410	524.339	25997.9	24264.7	291176	0.0580113	0.126193	20558.6	210540	0.12
0.225422	688544	1374.11	940.534	61.7935	61793.5	146.38	7296.62	6810.18	81722.1	0.03286	0.225422	21943.1	224719	0.12
0.0637626	48611.2	11768.8	304.682	520.522	520522	334.335	7455.8	6958.74	83504.9	0.0882027	0.0637626	18507.2	189531	0.12
0.0450032	5301.46	19147	55.3824	531.863	531863	291.888	4769.49	4451.52	53418.3	0.097793	0.0450032	17741.1	181686	0.12
0.108983	85781.3	9029.24	403.387	423.47	423470	359.434	9350.08	8726.74	104721	0.0652522	0.108983	20110.2	205948	0.12
0.156984	671780	1375.03	917.816	157.912	157912	440.334	21947	20483.9	245806	0.0475126	0.156984	21167.1	216772	0.12
0.0131689	4432.5	20388.8	49.0832	538.744	538744	287.237	4501.13	4201.05	50412.6	0.108822	0.0131689	16775.7	171799	0.12
0.107074	207456	4968.16	555.501	431.11	431110	424.504	14779.2	13793.9	165527	0.0661174	0.107074	20054.9	205382	0.12
0.0630957	47977.8	11831.1	302.46	521.082	521082	333.827	7420.69	6925.98	83111.8	0.0885581	0.0630957	18479.9	189252	0.12
0.0298204	4766.39	19857.7	51.521	536.422	536422	289.174	4611.96	4304.49	51653.9	0.104242	0.0298204	17188.3	176025	0.12
0.120423	95126.6	8540.14	421.924	369.02	369020	363.167	9740.65	9091.27	109095	0.0603258	0.120423	20418	209100	0.12
0.0734292	57173.1	10988.5	332.36	510.581	510581	340.992	7923.54	7395.3	88743.6	0.0830297	0.0734292	18895.1	193504	0.12
0.0662441	50904.7	11548.7	312.509	518.305	518305	336.158	7582.4	7076.91	84922.9	0.0868771	0.0662441	18608.2	190566	0.12
0.0987906	77665	9504.67	385.734	459.649	459649	354.966	8972.09	8373.95	100487	0.0700077	0.0987906	19801.8	202790	0.12
0.108628	85496.4	9045.07	402.794	424.922	424922	359.292	9337.31	8714.82	104578	0.0654122	0.108628	20100	205843	0.12
0.052369	5649.9	18760.2	57.8844	528.371	528371	293.424	4859.92	4535.93	54431.1	0.0941617	0.052369	18038.7	184733	0.12
0.156055	124085	7331.64	471.403	162.166	162166	320.27	9308.74	8688.16	104258	0.0477868	0.156055	21151.8	216615	0.12
0.029799	4765.8	19858.6	51.5166	536.426	536426	289.17	4611.77	4304.32	51651.8	0.10425	0.029799	17187.6	176018	0.12
0.0993268	78090.1	9478.44	386.699	458.017	458017	355.219	8992.53	8393.03	100716	0.0697493	0.0993268	19818.9	202964	0.12
0.103518	81417.3	9278.4	394.094	444.257	444257	357.134	9150.23	8540.22	102483	0.0677607	0.103518	19949	204296	0.12
0.0303726	4781.9	19834.8	51.6335	536.304	536304	289.259	4616.86	4309.07	51708.8	0.10404	0.0303726	17206.2	176208	0.12
7.34757e-05	4351.41	20529.6	48.4861	539.247	539247	286.736	4472.67	4174.49	50093.9	0.11	7.34757e-05	16666.7	170683	0.12
0.181015	116789	7689.41	465.238	87.3343	87334.3	175.227	4969.6	4638.29	55659.5	0.0412248	0.181015	21510	220283	0.12
0.0853684	66979.4	10219.9	359.75	492.183	492183	348.065	8439.48	7876.85	94522.2	0.0767329	0.0853684	19345.5	198116	0.12
0.0491075	5487.6	18933.7	56.7194	530.045	530045	292.73	4818.92	4497.66	53971.9	0.0957989	0.0491075	17905.7	183371	0.12
0.0308945	4796.83	19812.9	51.7418	536.19	536190	289.341	4621.56	4313.46	51761.5	0.103846	0.0308945	17223.2	176382	0.12
0.0470711	5392.83	19040.3	56.0389	530.985	530985	292.308	4794.08	4474.48	53693.7	0.0967984	0.0470711	17823.5	182530	0.12
0.139768	661455	1389.98	906.613	252.651	252651	509.612	25354.8	23664.4	283973	0.0530097	0.139768	20854.4	213569	0.12
0.0347374	4914.74	19644.7	52.5956	535.261	535261	289.972	4658.02	4347.49	52169.9	0.102345	0.0347374	17354.2	177724	0.12
0.168351	156731	6289.05	514.418	115.57	115570	260.597	8167.74	7623.22	91478.7	0.0443536	0.168351	21341.3	218555	0.12
0.154281	123437	7351.91	470.222	170.609	170609	327.776	9513.5	8879.26	106551	0.0483169	0.154281	21122.1	216311	0.12
0.154127	123368	7354.18	470.101	171.358	171358	328.381	9529.57	8894.26	106731	0.0483631	0.154127	21119.6	216285	0.12
0.0452217	460520	2081.21	729.179	531.773	531773	508.283	23362.2	21804.7	261657	0.097689	0.0452217	17749.7	181774	0.12
0.0872213	68466.2	10113.4	363.581	488.544	488544	349.08	8515.58	7947.87	95374.5	0.0757777	0.0872213	19411.8	198795	0.12
0.0942291	224598	4618.35	567.769	472.419	472419	433.457	15548.1	14511.5	174139	0.0722394	0.0942291	19653.1	201266	0.12
0.0825392	242244	4291.73	579.503	497.294	497294	441.726	16306.2	15219.1	182629	0.078205	0.0825392	19242.2	197059	0.12
0.136335	108997	7907.24	446.627	274.067	274067	362.256	10124.8	9449.81	113398	0.0542166	0.136335	20784	212848	0.12
0.122525	96891.1	8453.88	425.236	357.489	357489	363.607	9806.28	9152.53	109830	0.0594695	0.122525	20470.3	209635	0.12
0.0961372	75561.6	9636.78	380.886	467.312	467312	353.686	8870.03	8278.69	99344.3	0.0712985	0.0961372	19716.1	201912	0.12
0.118238	93310.3	8630.84	418.455	380.54	380540	362.609	9669.9	9025.24	108303	0.0612323	0.118238	20362.2	208529	0.12
0.134113	106990	7992.74	443.226	287.986	287986	363.214	10094.1	9421.18	113054	0.0550185	0.134113	20736.9	212366	0.12
0.218554	686402	1378.4	938.471	62.7402	62740.2	149.794	7463.01	6965.47	83585.7	0.0339323	0.218554	21889	224164	0.12
0.0527109	26820.8	14262.3	207.353	528.183	528183	316.382	6262.21	5844.73	70136.7	0.0939877	0.0527109	18052.7	184877	0.12
0.0838159	65728.5	10311.4	356.468	495.052	495052	347.199	8375.01	7816.68	93800.1	0.0775388	0.0838159	19289.1	197539	0.12
0.0243209	4627.54	20069.4	50.5109	537.436	537436	288.392	4567.09	4262.62	51151.4	0.106094	0.0243209	17023.6	174338	0.12
0.166705	122184	7434.28	470.609	120.611	120611	259.059	7476.33	6977.9	83734.9	0.0447896	0.166705	21317.5	218312	0.12
0.0774267	60513.9	10712.9	342.141	505.294	505294	343.472	8101.93	7561.8	90741.6	0.0808998	0.0774267	19050.1	195091	0.12
0.0703909	263756	3934.74	593.071	514.104	514104	451.019	17196.8	16050.3	192604	0.0846559	0.0703909	18775	192274	0.12
0.0543394	5754.67	18654	58.6364	527.25	527250	293.854	4885.39	4559.69	54716.3	0.093154	0.0543394	18119.6	185562	0.12
0.150524	121249	7427.54	466.588	189.822	189822	340.696	9836.89	9181.1	110173	0.0494698	0.150524	21057.2	215646	0.12
0.0533378	25890.3	14378.6	201.916	527.831	527831	315.65	6215.57	5801.2	69614.4	0.0936678	0.0533378	18078.4	185140	0.12
0.0520901	28106.5	14101.4	214.649	528.523	528523	317.409	6327.89	5906.03	70872.4	0.0943032	0.0520901	18027.2	184616	0.12
0.0308209	4794.71	19816	51.7264	536.206	536206	289.329	4620.9	4312.84	51754	0.103873	0.0308209	17220.8	176357	0.12
0.089561	70335.8	9982.92	368.293	483.592	483592	350.333	8610.4	8036.37	96436.5	0.0745828	0.089561	19494	199638	0.12
0.0441848	5266.61	19188.7	55.1319	532.19	532190	291.725	4759.94	4442.61	53311.3	0.0981804	0.0441848	17708.8	181355	0.12
0.0919114	72207.3	9855.89	372.897	478.192	478192	351.56	8704.32	8124.04	97488.4	0.0733958	0.0919114	19575	200467	0.12
0.125974	99829.1	8314.16	430.634	337.699	337699	364.071	9907.44	9246.95	110963	0.058097	0.125974	20553.5	210487	0.12
0.0165923	4480.07	20308.4	49.4325	538.437	538437	287.525	4517.54	4216.37	50596.4	0.108143	0.0165923	16838	172437	0.12
0.0560571	40460	12621.3	273.83	526.2	526200	327.665	7001.3	6534.54	78414.5	0.092266	0.0560571	18190.3	186286	0.12
0.0697803	547422	1709.29	802.808	514.764	514764	521.791	25009.4	23342.1	280105	0.084983	0.0697803	18750.6	192024	0.12
0.0362726	4965.82	19574.3	52.9648	534.842	534842	290.239	4673.45	4361.89	52342.7	0.101712	0.0362726	17409	178285	0.12
0.160798	124319	7335.33	472.528	141.711	141711	295.865	8597.21	8024.06	96288.7	0.0464135	0.160798	21228.2	217397	0.12
0.115697	91219.2	8737.77	414.384	393.292	393292	361.853	9584.96	8945.96	107352	0.062307	0.115697	20295.6	207846	0.12
0.120064	94826.8	8554.97	421.355	370.948	370948	363.082	9729.18	9080.57	108967	0.0604737	0.120064	20408.9	209007	0.12
0.221811	687429	1376.36	939.464	62.2403	62240.3	147.983	7374.58	6882.95	82595.3	0.0334151	0.221811	21915.2	224432	0.12
0.0521198	33767.5	13401.1	244.019	528.507	528507	322.068	6630	6188	74256	0.0942882	0.0521198	18028.5	184629	0.12
0.165679	122665	7412.65	471.098	123.932	123932	265.73	7680.31	7168.29	86019.4	0.0450648	0.165679	21302.4	218157	0.12
0.05538	23772	14641.3	189.032	526.622	526622	314.022	6112.64	5705.13	68461.6	0.092617	0.05538	18162.4	186001	0.12
0.0516397	31538.6	13673.9	232.963	528.765	528765	320.215	6509.03	6075.09	72901.1	0.0945313	0.0516397	18008.8	184427	0.12
0.0798258	246719	4213.88	582.376	501.726	501726	443.722	16494.4	15394.8	184737	0.0796303	0.0798258	19141.1	196024	0.12
0.152406	669862	1376.03	915.392	179.978	179978	467.49	23297.8	21744.6	260935	0.0488871	0.152406	21090.1	215983	0.12
0.0674356	269665	3844	596.721	517.165	517165	453.447	17435.1	16272.8	195273	0.0862392	0.0674356	18656.4	191060	0.12
0.0889427	591991	1567	842.574	484.941	484941	526.633	25660.8	23950.1	287401	0.0748973	0.0889427	19472.5	199417	0.12
0.197892	158455	6292.6	520.345	69.8762	69876.2	132.643	4156.24	3879.16	46549.9	0.0376163	0.197892	21699.9	222228	0.12
0.163472	123581	7371.02	471.978	131.564	131564	279.795	8110.13	7569.46	90833.5	0.0456667	0.163472	21269.4	217819	0.12
0.104417	82132.8	9236.55	395.648	441.064	441064	357.529	9183.58	8571.34	102856	0.0673413	0.104417	19976.1	204575	0.12
0.131334	178343	5648.67	531.752	305.286	305286	402.5	13255.6	12371.9	148463	0.0560446	0.131334	20676.2	211745	0.12
0.0808957	244935	4244.69	581.235	500.03	500030	442.93	16419.5	15324.9	183899	0.0790669	0.0808957	19181.2	196434	0.12
0.134331	107186	7984.31	443.56	286.624	286624	363.137	10097.6	9424.46	113093	0.0549392	0.134331	20741.6	212414	0.12
0.044046	5260.78	19195.7	55.0899	532.245	532245	291.697	4758.33	4441.1	53293.3	0.0982457	0.044046	17703.3	181299	0.12
0.150921	121523	7417.78	467.032	187.71	187710	339.514	9809.36	9155.4	109865	0.049346	0.150921	21064.2	215718	0.12
0.178959	117184	7668.2	465.52	90.802	90802	185.09	5256.87	4906.42	58877	0.0417068	0.178959	21484.2	220019	0.12
0.03906	5064.51	19442.6	53.6769	534.007	534007	290.742	4702.64	4389.13	52669.6	0.100516	0.03906	17511.6	179335	0.12
0.0531793	304107	3371.4	617.923	527.921	527921	466.633	18765.8	17514.8	210177	0.0937488	0.0531793	18071.9	185074	0.12
0.0469846	5388.91	19044.8	56.0107	531.023	531023	292.29	4793.04	4473.51	53682.1	0.0968405	0.0469846	17820	182494	0.12
0.104482	82184.7	9233.53	395.76	440.829	440829	357.558	9185.99	8573.59	102883	0.067311	0.104482	19978.1	204595	0.12
0.10416	211190	4889.06	558.263	441.987	441987	426.568	14950.4	13953.7	167445	0.0674611	0.10416	19968.4	204495	0.12
0.125816	184778	5487.6	537.373	338.628	338628	408.924	13641.6	12732.2	152786	0.0581591	0.125816	20549.7	210449	0.12
0.0882858	233269	4453.83	573.626	486.342	486342	437.608	15924	14862.4	178348	0.0752325	0.0882858	19449.4	199181	0.12
0.0608864	45811.9	12049.1	294.657	522.841	522841	332.075	7300.28	6813.6	81763.2	0.0897313	0.0608864	18389.3	188324	0.12
0.13205	177512	5669.96	531.01	300.849	300849	401.548	13202	12321.9	147862	0.0557777	0.13205	20692.1	211907	0.12
0.0965783	221317	4682.73	565.497	466.085	466085	431.832	15403.9	14376.9	172523	0.0710825	0.0965783	19730.5	202059	0.12
0.0502516	5543.01	18873.2	57.1172	529.482	529482	292.971	4833.14	4510.93	54131.2	0.0952293	0.0502516	17952.1	183847	0.12
0.067327	17492.6	15384.7	146.618	517.271	517271	309.576	5837.78	5448.59	65383.1	0.0862974	0.067327	18652	191015	0.12
0.0877437	68884.4	10083.9	364.645	487.473	487473	349.363	8536.87	7967.75	95612.9	0.0755098	0.0877437	19430.3	198985	0.12
0.0701224	16476.4	15500.9	139.2	514.396	514396	308.893	5796.72	5410.28	64923.3	0.0847997	0.0701224	18764.3	192164	0.12
0.0757461	59118.6	10826.2	338.117	507.613	507613	342.445	8027.73	7492.55	89910.6	0.0817934	0.0757461	18985.4	194429	0.12
0.0721418	56079.2	11082.1	329.044	512.122	512122	340.165	7864.59	7340.28	88083.4	0.0837182	0.0721418	18844.5	192985	0.12
0.117044	92325.6	8680.86	416.548	386.617	386617	362.267	9630.33	8988.31	107860	0.0617342	0.117044	20331.2	208211	0.12
0.105903	83316.7	9168.18	398.193	435.595	435595	358.168	9238.27	8622.39	103469	0.0666541	0.105903	20020.5	205029	0.12
