"# (R23 - production T).gT"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"[T]"	"[mS]"	"[S]"	"(R21 - production I).T0_6"
0.0779335	7683.37	17288.8	72.6406	442.871	442871	298.644	5220.11	4872.1	58465.2	0.0675769	0.0779335	19069.4	195289	0.09
0.0673293	51845	11461.5	315.642	483.124	483124	336.398	7622.53	7114.36	85372.3	0.0744754	0.0673293	18652.1	191016	0.09
0.140371	87254	9101.77	413.805	78.9921	78992.1	144.098	3731.83	3483.04	41796.5	0.0398412	0.140371	20866.5	213693	0.09
0.0165958	4480.1	20308.4	49.4328	537.767	537767	287.519	4517.45	4216.29	50595.4	0.106744	0.0165958	16838	172438	0.09
0.126747	87115.7	9047.21	410.526	113.688	113688	231.004	6002.56	5602.39	67228.7	0.0441845	0.126747	20571.7	210674	0.09
0.0678841	268818	3857.02	596.219	481.46	481460	452.405	17374	16215.8	194589	0.0741008	0.0678841	18674.5	191245	0.09
0.0241507	4623.64	20075.6	50.4826	535.892	535892	288.355	4565.56	4261.19	51134.3	0.10335	0.0241507	17018.9	174289	0.09
0.207454	119482	7622.98	471.844	60.0924	60092.4	99.5087	2834.9	2645.91	31750.9	0.0266813	0.207454	21792.7	223178	0.09
0.134093	86702.7	9108.99	411.537	91.1024	91102.4	176.843	4577.85	4272.66	51272	0.0417467	0.134093	20736.5	212362	0.09
0.00834919	4384.02	20472.4	48.7265	538.89	538890	286.937	4484.16	4185.22	50222.6	0.109155	0.00834919	16710.9	171136	0.09
0.101118	78681.4	9450.19	388.384	283.541	283541	345.285	8755.79	8172.07	98064.8	0.0547605	0.101118	19875.1	203541	0.09
0.107799	82979.3	9203.41	398.2	228.464	228464	336.473	8660.11	8082.77	96993.3	0.0516628	0.107799	20076.1	205598	0.09
0.105228	211769	4883.3	559.268	249.334	249334	407.621	14293.3	13340.4	160085	0.0528245	0.105228	20000.4	204824	0.09
0.0839095	11724.7	16126.5	103.238	411.083	411083	303.608	5553.52	5183.28	62199.4	0.0639628	0.0839095	19292.5	197574	0.09
0.0117823	4416.32	20416.5	48.9643	538.524	538524	287.135	4495.45	4195.75	50349	0.108332	0.0117823	16754.2	171579	0.09
0.00500176	4363.11	20509	48.5724	539.12	539120	286.808	4476.8	4178.35	50140.2	0.109695	0.00500176	16682.6	170846	0.09
0.0955149	74629	9701.29	378.894	329.524	329524	347.389	8679.1	8100.5	97206	0.0575596	0.0955149	19695.7	201703	0.09
0.0897578	70252.7	9991.45	368.198	373.008	373008	347.024	8524.87	7956.54	95478.5	0.0606334	0.0897578	19500.9	199708	0.09
0.0646594	49419.6	11690.8	307.492	490.555	490555	334.573	7491.21	6991.79	83901.5	0.0762968	0.0646594	18543.8	189906	0.09
0.0569303	508281	1858.43	768.884	507.397	507397	515.997	24314.7	22693.8	272325	0.0817077	0.0569303	18226.3	186655	0.09
0.148899	89434.5	8999.63	419.108	69.4941	69494.1	118.733	3094.27	2887.98	34655.8	0.0374909	0.148899	21028.2	215349	0.09
0.0997884	77745.9	9506.66	386.222	294.621	294621	346.097	8746.9	8163.77	97965.2	0.0554076	0.0997884	19833.5	203114	0.09
0.217011	128809	7268.81	485.225	60.0475	60047.5	100.758	2941.4	2745.3	32943.6	0.0255289	0.217011	21876.3	224034	0.09
0.0929187	72675.6	9828.34	374.184	349.767	349767	347.452	8616.41	8041.98	96503.8	0.0589207	0.0929187	19609.1	200816	0.09
0.0330405	4860.8	19720.8	52.2056	532.242	532242	289.653	4640.94	4331.54	51978.5	0.098242	0.0330405	17295.2	177120	0.09
0.0495009	5505.83	18914.1	56.8515	518.532	518532	292.69	4821.59	4500.15	54001.8	0.087007	0.0495009	17921.6	183535	0.09
0.123297	87330.7	9015.76	410.025	128.286	128286	258.596	6732.52	6283.69	75404.3	0.045413	0.123297	20489.2	209829	0.09
0.107456	82780.7	9214.3	397.747	231.209	231209	337.176	8672.48	8094.32	97131.8	0.0518157	0.107456	20066.1	205496	0.09
0.0850663	66583.8	10250.6	358.792	404.095	404095	345.674	8366.94	7809.15	93709.8	0.0632878	0.0850663	19334.6	198004	0.09
0.103954	80602.5	9337.17	392.785	259.874	259874	342.656	8748.21	8165	97980	0.0534141	0.103954	19962.2	204432	0.09
0.020475	4547.18	20197.8	49.9241	536.921	536921	287.914	4540.17	4237.49	50849.9	0.105128	0.020475	16923.9	173317	0.09
0.0496998	5515.43	18903.6	56.9204	518.285	518285	292.73	4824.02	4502.42	54029.1	0.0868651	0.0496998	17929.7	183617	0.09
0.0296889	4762.65	19863.3	51.494	533.839	533839	289.128	4610.35	4303	51636	0.100284	0.0296889	17184.1	175982	0.09
0.0950765	74301.9	9722.3	378.112	333.005	333005	347.432	8669.47	8091.5	97098	0.0577865	0.0950765	19681.2	201555	0.09
0.121716	635110	1467.59	885.068	135.934	135934	397.699	19605.7	18298.6	219583	0.045995	0.121716	20450.3	209431	0.09
0.163521	95299.6	8702.15	431.071	62.8309	62830.9	102.522	2721.75	2540.3	30483.6	0.0340172	0.163521	21270.1	217827	0.09
0.0189507	4519.15	20243.6	49.719	537.281	537281	287.75	4530.73	4228.68	50744.2	0.105797	0.0189507	16888.3	172952	0.09
0.0350861	4925.98	19629.2	52.6773	531.112	531112	289.992	4660.78	4350.06	52200.7	0.096939	0.0350861	17366.5	177850	0.09
0.086169	67453.4	10187.8	361.061	397.179	397179	346.052	8406	7845.6	94147.2	0.0626518	0.086169	19374.2	198411	0.09
0.106503	82213.6	9245.68	396.454	238.908	238908	338.961	8701.82	8121.7	97460.4	0.0522441	0.106503	20038.2	205210	0.09
0.0777822	250344	4152.68	584.724	443.584	443584	443.842	16590.1	15484.1	185809	0.0676711	0.0777822	19063.6	195230	0.09
0.0820989	12474.1	16007	108.99	421.474	421474	304.514	5597.05	5223.91	62686.9	0.0650355	0.0820989	19226	196893	0.09
0.0485505	5460.6	18964.1	56.5267	519.679	519679	292.499	4810.02	4489.35	53872.2	0.0876844	0.0485505	17883.1	183140	0.09
0.0428179	342576	2942.55	642.474	525.533	525533	479.379	20115.8	18774.7	225296	0.0917279	0.0428179	17655.2	180807	0.09
0.0889706	69642.8	10033.5	366.664	378.522	378522	346.849	8499.99	7933.32	95199.9	0.0610694	0.0889706	19473.4	199427	0.09
0.152477	90694.4	8935.83	421.83	67.0665	67066.5	112.567	2945.18	2748.83	32986	0.0365796	0.152477	21091.3	215996	0.09
0.0369768	4989.84	19542	53.1386	529.951	529951	290.317	4679.86	4367.87	52414.4	0.0957023	0.0369768	17434.6	178547	0.09
0.119712	87222	9003.03	408.903	146.512	146512	284.964	7424.83	6929.84	83158.1	0.0467496	0.119712	20400	208915	0.09
0.189889	108454	8083.11	454.48	60.3408	60340.8	98.4551	2719.92	2538.59	30463.1	0.0291599	0.189889	21614.4	221352	0.09
0.0573033	41941	12458.4	279.84	506.722	506722	328.66	7078.94	6607.01	79284.1	0.081443	0.0573033	18241.7	186813	0.09
0.021363	4564.5	20169.8	50.0508	536.694	536694	288.015	4545.97	4242.91	50914.9	0.10472	0.021363	16945.6	173540	0.09
0.13564	86744.5	9113.4	411.947	87.5951	87595.1	167.479	4334.28	4045.33	48544	0.0412626	0.13564	20769.4	212699	0.09
0.0998126	217980	4752.91	563.478	294.419	294419	419.334	14868.2	13877	166524	0.0553957	0.0998126	19834.2	203122	0.09
0.106347	82119.1	9250.96	396.239	240.172	240172	339.23	8705.94	8125.54	97506.5	0.0523144	0.106347	20033.6	205163	0.09
0.0148036	4453.84	20352.5	49.2401	538.084	538084	287.362	4508.44	4207.87	50494.5	0.107392	0.0148036	16803.8	172087	0.09
0.107652	82894.4	9208.06	398.007	229.641	229641	336.779	8665.54	8087.84	97054.1	0.0517284	0.107652	20071.8	205555	0.09
0.12548	201236	5151.57	555.003	118.728	118728	282.144	9673.82	9028.9	108347	0.0446295	0.12548	20541.7	210367	0.09
0.021879	4574.9	20153	50.1268	536.556	536556	288.075	4549.44	4246.14	50953.7	0.104476	0.021879	16958.6	173673	0.09
0.0362772	4965.8	19574.5	52.9651	530.394	530394	290.195	4672.72	4361.2	52334.4	0.0961632	0.0362772	17409.2	178287	0.09
0.126193	201242	5153.75	555.215	115.847	115847	275.452	9442.65	8813.14	105758	0.0443782	0.126193	20558.6	210540	0.09
0.225422	688152	1375.76	940.332	60.0271	60027.1	140.023	6978.39	6513.17	78158	0.0246111	0.225422	21943.1	224719	0.09
0.0637626	48581.6	11772.2	304.591	492.847	492847	333.931	7445.49	6949.13	83389.5	0.076915	0.0637626	18507.2	189531	0.09
0.0450032	5301.05	19147.8	55.3802	523.502	523502	291.801	4767.92	4450.06	53400.7	0.0901978	0.0450032	17741.1	181686	0.09
0.108983	83639.7	9167.68	399.714	219.113	219113	333.782	8609.55	8035.58	96426.9	0.0511406	0.108983	20110.2	205948	0.09
0.156984	654136	1452.13	908.581	64.8645	64864.5	156.84	7745.97	7229.57	86754.9	0.03549	0.156984	21167.1	216772	0.09
0.0131689	4432.48	20388.8	49.0832	538.336	538336	287.233	4501.06	4200.99	50411.9	0.107925	0.0131689	16775.7	171799	0.09
0.107074	82555.9	9226.68	397.234	234.285	234285	337.921	8685.11	8106.1	97273.3	0.0519869	0.107074	20054.9	205382	0.09
0.0630957	47949.3	11834.4	302.372	494.489	494489	333.442	7410.9	6916.84	83002	0.0773766	0.0630957	18479.9	189252	0.09
0.0298204	4766.3	19857.9	51.5205	533.781	533781	289.148	4611.51	4304.07	51648.9	0.100206	0.0298204	17188.3	176025	0.09
0.120423	87281.5	9003.25	409.193	142.645	142645	280.049	7296.69	6810.24	81722.9	0.0464796	0.120423	20418	209100	0.09
0.0734292	57116.2	10994.2	332.217	462.279	462279	340.148	7901.52	7374.75	88497	0.0704359	0.0734292	18895.1	193504	0.09
0.0662441	50870.4	11552.5	312.41	486.258	486258	335.672	7569.95	7065.28	84783.4	0.0752122	0.0662441	18608.2	190566	0.09
0.0987906	77031.7	9550.38	384.561	302.892	302892	346.563	8735.95	8153.55	97842.6	0.0559003	0.0987906	19801.8	202790	0.09
0.108628	83445.7	9178.1	399.268	221.898	221898	334.634	8626.05	8050.98	96611.8	0.0512964	0.108628	20100	205843	0.09
0.052369	5649.04	18761.6	57.8797	514.716	514716	293.273	4857.18	4533.37	54400.5	0.0849589	0.052369	18038.7	184733	0.09
0.156055	92089.2	8864.66	424.722	65.2541	65254.1	108.122	2841.39	2651.97	31823.6	0.0357095	0.156055	21151.8	216615	0.09
0.029799	4765.7	19858.8	51.5162	533.791	533791	289.145	4611.32	4303.9	51646.8	0.100219	0.029799	17187.6	176018	0.09
0.0993268	218578	4740.68	563.885	298.453	298453	420.171	14913.5	13919.2	167031	0.0556348	0.0993268	19818.9	202964	0.09
0.103518	80314.9	9353.83	392.129	263.502	263502	343.151	8752.07	8168.6	98023.2	0.0536181	0.103518	19949	204296	0.09
0.0303726	4781.8	19835.1	51.633	533.537	533537	289.232	4616.39	4308.63	51703.6	0.0998779	0.0303726	17206.2	176208	0.09
7.34757e-05	4351.41	20529.6	48.4861	539.247	539247	286.736	4472.67	4174.49	50093.9	0.11	7.34757e-05	16666.7	170683	0.09
0.181015	103749	8295.25	446.49	60.6829	60682.9	98.5623	2685.45	2506.42	30077.1	0.0306224	0.181015	21510	220283	0.09
0.0853684	66822.5	10233.3	359.417	402.224	402224	345.781	8377.75	7819.23	93830.8	0.0631129	0.0853684	19345.5	198116	0.09
0.0491075	5486.98	18934.8	56.7161	519.013	519013	292.611	4816.78	4495.66	53948	0.0872875	0.0491075	17905.7	183371	0.09
0.0308945	4796.72	19813.2	51.7413	533.298	533298	289.312	4621.07	4313	51756	0.099564	0.0308945	17223.2	176382	0.09
0.0470711	5392.32	19041.3	56.0362	521.358	521358	292.205	4792.25	4472.77	53673.2	0.088736	0.0470711	17823.5	182530	0.09
0.139768	643084	1471.51	896.928	79.9297	79929.7	216.096	10648.1	9938.22	119259	0.0400175	0.139768	20854.4	213569	0.09
0.0347374	4914.59	19645.1	52.5949	531.314	531314	289.933	4657.34	4346.85	52162.2	0.0971638	0.0347374	17354.2	177724	0.09
0.168351	97525.2	8591.75	435.288	61.9019	61901.9	100.573	2688.69	2509.44	30113.3	0.0330048	0.168351	21341.3	218555	0.09
0.154281	91383	8900.7	423.271	66.0863	66086.3	110.143	2888.02	2695.49	32345.9	0.0361359	0.154281	21122.1	216311	0.09
0.154127	91323.3	8903.75	423.147	66.1641	66164.1	110.334	2892.48	2699.65	32395.7	0.0361732	0.154127	21119.6	216285	0.09
0.0452217	460494	2081.37	729.162	523.286	523286	508.128	23354.7	21797.7	261572	0.0900439	0.0452217	17749.7	181774	0.09
0.0872213	68279.1	10129	363.192	390.352	390352	346.381	8442.23	7879.42	94553	0.0620518	0.0872213	19411.8	198795	0.09
0.0942291	225191	4608.8	568.361	339.665	339665	427.581	15350	14326.7	171920	0.0582286	0.0942291	19653.1	201266	0.09
0.0825392	242448	4288.79	579.699	419.009	419009	439.657	16234.1	15151.8	181821	0.0647729	0.0825392	19242.2	197059	0.09
0.136335	86783.2	9114.08	412.163	86.1376	86137.6	163.546	4232.32	3950.17	47402	0.041048	0.136335	20784	212848	0.09
0.122525	87344.2	9010.78	409.849	131.946	131946	264.573	6890.25	6430.9	77170.8	0.0456958	0.122525	20470.3	209635	0.09
0.0961372	75091.5	9671.79	379.995	324.544	324544	347.304	8692.05	8112.58	97350.9	0.0572394	0.0961372	19716.1	201912	0.09
0.118238	87029.1	9006.8	408.18	154.935	154935	294.544	7672.66	7161.15	85933.8	0.0473177	0.118238	20362.2	208529	0.09
0.134113	86702.8	9109.07	411.541	91.0535	91053.5	176.714	4574.48	4269.52	51234.2	0.0417402	0.134113	20736.9	212366	0.09
0.218554	144610	6728.13	505.538	60.0428	60042.8	102.969	3124.08	2915.81	34989.7	0.0253541	0.218554	21889	224164	0.09
0.0527109	26846.3	14259.4	207.505	514.223	514223	316.24	6260.2	5842.85	70114.2	0.0847146	0.0527109	18052.7	184877	0.09
0.0838159	65592.6	10323.2	356.173	411.637	411637	345.207	8321.42	7766.66	93199.9	0.0640178	0.0838159	19289.1	197539	0.09
0.0243209	4627.49	20069.6	50.5106	535.839	535839	288.377	4566.82	4262.37	51148.4	0.103262	0.0243209	17023.6	174338	0.09
0.166705	185832	5570.53	547.443	62.1773	62177.3	114.355	3789.59	3536.95	42443.4	0.033343	0.166705	21317.5	218312	0.09
0.0774267	60435.8	10720.3	341.956	445.242	445242	342.31	8071.25	7533.16	90398	0.0678929	0.0774267	19050.1	195091	0.09
0.0703909	263839	3933.69	593.147	473.383	473383	450.216	17167.8	16023.3	192280	0.0724253	0.0703909	18775	192274	0.09
0.0543394	5753.63	18655.6	58.6307	511.757	511757	293.679	4882.21	4556.73	54680.7	0.0835519	0.0543394	18119.6	185562	0.09
0.150524	89987.6	8971.74	420.319	68.3036	68303.6	115.684	3020	2818.67	33824	0.0370716	0.150524	21057.2	215646	0.09
0.0533378	25911.2	14376.3	202.045	513.298	513298	315.496	6213.18	5798.97	69587.6	0.0842668	0.0533378	18078.4	185140	0.09
0.0520901	28144.5	14096.9	214.866	515.112	515112	317.284	6326.67	5904.89	70858.7	0.0851581	0.0520901	18027.2	184616	0.09
0.0308209	4794.6	19816.3	51.7259	533.332	533332	289.301	4620.4	4312.38	51748.5	0.0996085	0.0308209	17220.8	176357	0.09
0.089561	70100.4	10001.9	367.816	374.398	374398	346.982	8518.71	7950.8	95409.6	0.0607421	0.089561	19494	199638	0.09
0.0441848	5266.23	19189.4	55.1299	524.289	524289	291.643	4758.47	4441.24	53294.8	0.0907728	0.0441848	17708.8	181355	0.09
0.0919114	71908.2	9879.33	372.306	357.356	357356	347.368	8588.83	8016.24	96194.9	0.0594599	0.0919114	19575	200467	0.09
0.125974	201240	5153.1	555.149	116.719	116719	277.507	9513.61	8879.36	106552	0.0444551	0.125974	20553.5	210487	0.09
0.0165923	4480.05	20308.4	49.4324	537.768	537768	287.519	4517.43	4216.27	50595.2	0.106746	0.0165923	16838	172437	0.09
0.0560571	23240.2	14707	185.69	508.93	508930	313.419	6083.49	5677.93	68135.1	0.0823282	0.0560571	18190.3	186286	0.09
0.0697803	547343	1709.7	802.762	475.437	475437	520.858	24963.4	23299.2	279591	0.0728307	0.0697803	18750.6	192024	0.09
0.0362726	4965.65	19574.8	52.9639	530.397	530397	290.194	4672.67	4361.16	52333.9	0.0961663	0.0362726	17409	178285	0.09
0.160798	94090.7	8762.96	428.722	63.5462	63546.2	104.118	2753.58	2570.01	30840.1	0.034616	0.160798	21228.2	217397	0.09
0.115697	86463.9	9027.63	406.521	170.7	170700	308.913	8036.66	7500.88	90010.6	0.0483225	0.115697	20295.6	207846	0.09
0.120064	87254.1	9002.98	409.051	144.584	144584	282.556	7362.11	6871.3	82455.6	0.0466157	0.120064	20408.9	209007	0.09
0.221811	686936	1378.44	939.21	60.0344	60034.4	140.021	6976.04	6510.97	78131.7	0.0249948	0.221811	21915.2	224432	0.09
0.0521198	33725.1	13406.5	243.819	515.07	515070	321.875	6624.35	6182.73	74192.7	0.0851369	0.0521198	18028.5	184629	0.09
0.165679	96282.5	8653.13	432.949	62.3691	62369.1	101.531	2703.78	2523.53	30282.3	0.0335572	0.165679	21302.4	218157	0.09
0.05538	23787.8	14639.7	189.137	510.073	510073	313.839	6109.49	5702.19	68426.3	0.0828101	0.05538	18162.4	186001	0.09
0.0516397	31375.5	13694.3	232.134	515.739	515739	319.928	6497.1	6063.96	72767.5	0.0854799	0.0516397	18008.8	184427	0.09
0.0798258	246883	4211.58	582.533	433.578	433578	442.064	16436.1	15340.4	184085	0.0664098	0.0798258	19141.1	196024	0.09
0.152406	90668	8937.17	421.774	67.108	67108	112.671	2947.64	2751.13	33013.6	0.0365972	0.152406	21090.1	215983	0.09
0.0674356	269733	3843.16	596.782	482.809	482809	452.8	17411.6	16250.8	195010	0.0744035	0.0674356	18656.4	191060	0.09
0.0889427	232639	4466.69	573.319	378.715	378715	433.552	15758.6	14708	176496	0.0610849	0.0889427	19472.5	199417	0.09
0.197892	677485	1399.52	930.485	60.1858	60185.8	140.334	6974.11	6509.17	78110.1	0.0279674	0.197892	21699.9	222228	0.09
0.163472	95277.4	8703.26	431.028	62.8425	62842.5	102.547	2722.23	2540.75	30489	0.0340279	0.163472	21269.4	217819	0.09
0.104417	80904.4	9319.78	393.474	256.033	256033	342.09	8742.9	8160.04	97920.5	0.0531988	0.104417	19976.1	204575	0.09
0.131334	86766.4	9091.95	411.022	98.3593	98359.3	195.571	5067.92	4730.06	56760.7	0.0426348	0.131334	20676.2	211745	0.09
0.0808957	63255.6	10499.1	349.858	428.01	428010	343.979	8210.49	7663.13	91957.5	0.0657592	0.0808957	19181.2	196434	0.09
0.134331	86705.2	9109.93	411.594	90.5372	90537.2	175.346	4538.83	4236.24	50834.8	0.0416715	0.134331	20741.6	212414	0.09
0.044046	5260.4	19196.5	55.0879	524.42	524420	291.616	4756.87	4439.75	53277	0.0908701	0.044046	17703.3	181299	0.09
0.150921	90127.7	8964.64	420.622	68.036	68036	115.005	3003.59	2803.35	33640.2	0.0369706	0.150921	21064.2	215718	0.09
0.178959	102702	8343.82	444.66	60.8046	60804.6	98.6962	2680.67	2501.96	30023.5	0.0309845	0.178959	21484.2	220019	0.09
0.03906	5064.28	19443.1	53.6758	528.529	528529	290.686	4701.66	4388.22	52658.6	0.0943084	0.03906	17511.6	179335	0.09
0.0531793	304139	3371.08	617.949	513.535	513535	466.398	18756.9	17506.5	210078	0.0843801	0.0531793	18071.9	185074	0.09
0.0469846	5388.41	19045.7	56.0081	521.452	521452	292.188	4791.22	4471.81	53661.7	0.0887973	0.0469846	17820	182494	0.09
0.104482	80946.7	9317.36	393.57	255.492	255492	342.006	8742.05	8159.25	97911	0.0531685	0.104482	19978.1	204595	0.09
0.10416	212921	4858.59	560.043	258.168	258168	410.348	14419.1	13457.8	161494	0.0533184	0.10416	19968.4	204495	0.09
0.125816	87190.7	9037.72	410.423	117.356	117356	238.514	6201.32	5787.9	69454.8	0.0445108	0.125816	20549.7	210449	0.09
0.0882858	233605	4448.72	573.955	383.224	383224	434.22	15807.8	14753.9	177047	0.0614518	0.0882858	19449.4	199181	0.09
0.0608864	45786.3	12052.1	294.573	499.566	499566	331.747	7291.97	6805.84	81670.1	0.0789165	0.0608864	18389.3	188324	0.09
0.13205	201294	5170.85	556.878	96.3449	96344.9	223.029	7634.77	7125.78	85509.4	0.0424012	0.13205	20692.1	211907	0.09
0.0965783	222070	4670.32	566.255	320.989	320989	424.437	15156.3	14145.9	169750	0.0570139	0.0965783	19730.5	202059	0.09
0.0502516	5542.32	18874.4	57.1135	517.586	517586	292.842	4830.81	4508.75	54105	0.0864713	0.0502516	17952.1	183847	0.09
0.067327	17511.1	15383.6	146.763	483.131	483131	309.129	5829.62	5440.97	65291.7	0.074477	0.067327	18652	191015	0.09
0.0877437	68687.6	10100.2	364.238	386.881	386881	346.532	8459.82	7895.83	94750	0.0617565	0.0877437	19430.3	198985	0.09
0.0701224	16498.2	15499.6	139.373	474.293	474293	308.342	5786.69	5400.91	64810.9	0.0726034	0.0701224	18764.3	192164	0.09
